DSP,JCAD,RhoA,RhoC,param_value,param_name,delta,phenotype
0.505601,0.504802,0.6854309999999999,0.39524599999999993,17.0,$RhoC_amp,-0.29018499999999997,Failed
0.5144,0.489799,0.68038,0.3988709999999999,21.0,$RhoC_amp,-0.28150900000000006,Failed
0.501399,0.49219899999999994,0.6784030000000001,0.40074899999999997,25.0,$RhoC_amp,-0.2776540000000001,Failed
0.5152,0.4940009999999999,0.679416,0.39967,29.0,$RhoC_amp,-0.279746,Failed
0.5094000000000001,0.5140009999999999,0.686688,0.406237,33.0,$RhoC_amp,-0.28045099999999995,Failed
0.4988,0.49239999999999995,0.6822,0.400509,37.0,$RhoC_amp,-0.281691,Failed
0.49759999999999993,0.5132,0.67499,0.401257,41.0,$RhoC_amp,-0.273733,Failed
0.503601,0.4992,0.674387,0.404655,45.0,$RhoC_amp,-0.26973199999999997,Failed
0.5122,0.4934,0.682507,0.40739600000000004,49.0,$RhoC_amp,-0.27511099999999994,Failed
0.48879999999999996,0.4954,0.685187,0.397157,53.0,$RhoC_amp,-0.28803,Failed
0.4784,0.502801,0.671772,0.402871,57.0,$RhoC_amp,-0.26890100000000006,Failed
0.503001,0.4948,0.690466,0.393485,1.0,$RhoC_mod,-0.29698100000000005,Failed
0.503399,0.49340000000000006,0.6769290000000001,0.405874,2.0,$RhoC_mod,-0.2710550000000001,Failed
0.49739999999999995,0.49680099999999994,0.6713640000000001,0.407183,3.0,$RhoC_mod,-0.26418100000000005,Failed
0.494999,0.502,0.680228,0.398545,4.0,$RhoC_mod,-0.28168300000000007,Failed
0.493399,0.485799,0.682105,0.39506499999999994,5.0,$RhoC_mod,-0.28704,Failed
0.49440000000000006,0.5025999999999999,0.679144,0.393981,6.0,$RhoC_mod,-0.28516299999999994,Failed
0.49820200000000003,0.485201,0.6710430000000001,0.399601,7.0,$RhoC_mod,-0.27144200000000007,Failed
0.49860099999999996,0.508001,0.832274,0.08110400000000001,0.1,$RhoC_basal,-0.7511699999999999,Failed
0.4968,0.5099999999999999,0.788127,0.200376,0.30000000000000004,$RhoC_basal,-0.587751,Failed
0.494,0.521,0.7287540000000001,0.296396,0.5000000000000001,$RhoC_basal,-0.43235800000000013,Failed
0.5008,0.4946,0.695102,0.37124100000000004,0.7000000000000002,$RhoC_basal,-0.32386099999999995,Failed
0.49399899999999997,0.4836,0.663207,0.429011,0.9000000000000001,$RhoC_basal,-0.23419600000000002,Normal
0.497401,0.49380199999999996,0.6508489999999999,0.474492,1.1,$RhoC_basal,-0.17635699999999987,Normal
0.503998,0.4978,0.625737,0.514107,1.3000000000000003,$RhoC_basal,-0.11163000000000001,Normal
0.49199899999999996,0.500999,0.5779759999999999,0.6094040000000001,1.0,$RhoC_antagonistic,0.03142800000000012,Normal
0.48899899999999996,0.492798,0.6091230000000001,0.535625,1.5,$RhoC_antagonistic,-0.07349800000000006,Normal
0.478,0.49760000000000004,0.632417,0.47528700000000007,2.0,$RhoC_antagonistic,-0.15712999999999994,Normal
0.49859999999999993,0.510401,0.6514669999999999,0.444217,2.5,$RhoC_antagonistic,-0.20724999999999993,Normal
0.49680100000000005,0.508401,0.67928,0.396428,3.0,$RhoC_antagonistic,-0.282852,Failed
0.5066,0.5044000000000001,0.691906,0.37386199999999997,3.5,$RhoC_antagonistic,-0.31804400000000005,Failed
0.4952,0.49820000000000003,0.7111580000000001,0.344302,4.0,$RhoC_antagonistic,-0.36685600000000007,Failed
0.49719899999999995,0.512999,0.723566,0.32602,4.5,$RhoC_antagonistic,-0.39754600000000007,Failed
0.5016,0.49679999999999996,0.7211270000000001,0.31476699999999996,5.0,$RhoC_antagonistic,-0.4063600000000001,Failed
0.4956,0.498,0.7299009999999999,0.295802,5.5,$RhoC_antagonistic,-0.4340989999999999,Failed
0.4878,0.494401,0.747049,0.27450700000000006,6.0,$RhoC_antagonistic,-0.4725419999999999,Failed
0.493199,0.5047980000000001,0.760007,0.259229,6.5,$RhoC_antagonistic,-0.500778,Failed
0.510199,0.48939900000000003,0.766597,0.25250100000000003,7.0,$RhoC_antagonistic,-0.5140959999999999,Failed
0.5016,0.5036,0.7639230000000001,0.24012299999999998,7.5,$RhoC_antagonistic,-0.5238000000000002,Failed
0.501401,0.5008,0.7642359999999999,0.23942299999999997,8.0,$RhoC_antagonistic,-0.524813,Failed
0.4898,0.49239999999999995,0.7675040000000001,0.235983,8.5,$RhoC_antagonistic,-0.5315210000000001,Failed
0.49199899999999996,0.49019899999999994,0.778992,0.217871,9.0,$RhoC_antagonistic,-0.561121,Failed
0.5041979999999999,0.49199899999999996,0.7822779999999999,0.20748,9.5,$RhoC_antagonistic,-0.5747979999999999,Failed
0.495399,0.500799,0.6772469999999998,0.43551,0.05,$RhoC_decay,-0.2417369999999998,Normal
0.49920099999999995,0.4966,0.677692,0.407116,0.15000000000000002,$RhoC_decay,-0.270576,Failed
0.48979999999999996,0.5012000000000001,0.681339,0.39533799999999997,0.25000000000000006,$RhoC_decay,-0.28600100000000006,Failed
0.4909990000000001,0.49099799999999993,0.674366,0.39177799999999996,0.3500000000000001,$RhoC_decay,-0.28258800000000006,Failed
0.493601,0.486,0.6837600000000001,0.352503,0.45000000000000007,$RhoC_decay,-0.33125700000000013,Failed
0.493399,0.490999,0.6839389999999999,0.347426,0.55,$RhoC_decay,-0.33651299999999984,Failed
0.49899899999999997,0.5068,0.6990149999999999,0.34015700000000004,0.6500000000000001,$RhoC_decay,-0.3588579999999999,Failed
0.5054000000000001,0.5008,0.701697,0.327798,0.7500000000000001,$RhoC_decay,-0.37389900000000004,Failed
0.4946,0.511,0.71018,0.311156,0.8500000000000002,$RhoC_decay,-0.39902400000000005,Failed
0.49340100000000003,0.48479900000000004,0.70901,0.29773099999999997,0.9500000000000002,$RhoC_decay,-0.41127900000000006,Failed
