JCAD,RhoA,RhoC,TJP1,param_value,param_name,delta,phenotype
0.49679999999999996,0.410501,0.678592,0.4996,0.15000000000000002,$RhoA_decay,0.26809099999999997,Hyper
0.495401,0.392214,0.686134,0.497599,0.25000000000000006,$RhoA_decay,0.29392,Hyper
0.5061979999999999,0.366274,0.6870689999999999,0.501599,0.3500000000000001,$RhoA_decay,0.32079499999999994,Hyper
0.49879900000000005,0.36141599999999996,0.6871419999999999,0.49879999999999997,0.45000000000000007,$RhoA_decay,0.32572599999999996,Hyper
0.503401,0.34225300000000003,0.700933,0.4878,0.55,$RhoA_decay,0.35868,Hyper
0.507402,0.324164,0.7120340000000001,0.501401,0.6500000000000001,$RhoA_decay,0.38787000000000005,Hyper
0.504,0.321428,0.698599,0.5002,0.7500000000000001,$RhoA_decay,0.377171,Hyper
0.499601,0.314404,0.703991,0.502,0.8500000000000002,$RhoA_decay,0.389587,Hyper
0.49659899999999996,0.293549,0.71778,0.501199,0.9500000000000002,$RhoA_decay,0.42423099999999997,Hyper
0.5007999999999999,0.405151,0.659438,0.5126000000000001,5.0,$RhoC_amp,0.254287,Hyper
0.49540100000000004,0.408267,0.6760489999999999,0.4964,9.0,$RhoC_amp,0.2677819999999999,Hyper
0.505398,0.401494,0.678449,0.498799,13.0,$RhoC_amp,0.27695499999999995,Hyper
0.5055999999999999,0.39531299999999997,0.6971489999999999,0.507199,17.0,$RhoC_amp,0.30183599999999994,Hyper
0.497001,0.396822,0.681808,0.49100000000000005,21.0,$RhoC_amp,0.28498599999999996,Hyper
0.499601,0.38813000000000003,0.6831729999999999,0.49360099999999996,25.0,$RhoC_amp,0.2950429999999999,Hyper
0.5076,0.395556,0.689982,0.494799,29.0,$RhoC_amp,0.29442599999999997,Hyper
0.5014000000000001,0.39596299999999995,0.6867980000000001,0.49180100000000004,33.0,$RhoC_amp,0.2908350000000002,Hyper
0.49339999999999995,0.384162,0.6959409999999999,0.49380099999999993,37.0,$RhoC_amp,0.3117789999999999,Hyper
0.5118,0.386475,0.705964,0.5064000000000001,41.0,$RhoC_amp,0.319489,Hyper
0.5066,0.395267,0.691805,0.493599,45.0,$RhoC_amp,0.296538,Hyper
0.497401,0.38711,0.6984290000000001,0.500599,49.0,$RhoC_amp,0.31131900000000007,Hyper
0.49699999999999994,0.38843,0.7057050000000001,0.5092,53.0,$RhoC_amp,0.31727500000000014,Hyper
0.51,0.380216,0.70499,0.516,57.0,$RhoC_amp,0.324774,Hyper
0.505602,0.432713,0.6189979999999999,0.48919999999999997,1.0,$RhoC_mod,0.18628499999999992,Normal
0.510198,0.414125,0.665729,0.489,2.0,$RhoC_mod,0.251604,Hyper
0.49159899999999995,0.39654899999999993,0.676529,0.5056,3.0,$RhoC_mod,0.2799800000000001,Hyper
0.5008,0.39742099999999997,0.6845789999999999,0.4924,4.0,$RhoC_mod,0.28715799999999997,Hyper
0.4926,0.387405,0.7070919999999999,0.5074,5.0,$RhoC_mod,0.31968699999999994,Hyper
0.49480199999999996,0.381593,0.7132020000000001,0.5016,6.0,$RhoC_mod,0.3316090000000001,Hyper
0.508599,0.39901200000000003,0.7075680000000001,0.5074,7.0,$RhoC_mod,0.30855600000000005,Hyper
0.48479999999999995,0.518935,0.482803,0.5018,0.1,$RhoC_basal,-0.03613200000000005,Normal
0.5085989999999999,0.458759,0.571728,0.494799,0.30000000000000004,$RhoC_basal,0.11296900000000004,Normal
0.501201,0.435454,0.624803,0.48860000000000003,0.5000000000000001,$RhoC_basal,0.189349,Normal
0.49560099999999996,0.415779,0.6481979999999999,0.482401,0.7000000000000002,$RhoC_basal,0.23241899999999993,Normal
0.498601,0.3939040000000001,0.6907260000000001,0.501201,0.9000000000000001,$RhoC_basal,0.296822,Hyper
0.508199,0.37074499999999994,0.724032,0.490199,1.1,$RhoC_basal,0.3532870000000001,Hyper
0.510401,0.35415500000000005,0.751236,0.500001,1.3000000000000003,$RhoC_basal,0.39708099999999996,Hyper
0.509001,0.31875999999999993,0.800708,0.49739999999999995,1.0,$RhoC_antagonistic,0.48194800000000004,Hyper
0.5004,0.34186099999999997,0.763109,0.492599,1.5,$RhoC_antagonistic,0.42124800000000007,Hyper
0.489799,0.356783,0.7389899999999999,0.49600000000000005,2.0,$RhoC_antagonistic,0.3822069999999999,Hyper
0.5051990000000001,0.38076600000000005,0.7056490000000001,0.5104000000000001,2.5,$RhoC_antagonistic,0.32488300000000003,Hyper
0.49459999999999993,0.40549099999999993,0.6757350000000001,0.49039999999999995,3.0,$RhoC_antagonistic,0.27024400000000015,Hyper
0.49560000000000004,0.415046,0.6509900000000001,0.482999,3.5,$RhoC_antagonistic,0.23594400000000004,Normal
0.49760100000000007,0.417655,0.652919,0.5148,4.0,$RhoC_antagonistic,0.23526400000000003,Normal
0.491599,0.42807300000000004,0.629435,0.513198,4.5,$RhoC_antagonistic,0.20136199999999993,Normal
0.503999,0.46016999999999997,0.6032350000000001,0.48319999999999996,5.0,$RhoC_antagonistic,0.1430650000000001,Normal
0.5058,0.457973,0.590334,0.5108,5.5,$RhoC_antagonistic,0.132361,Normal
0.5012000000000001,0.471876,0.575324,0.4986,6.0,$RhoC_antagonistic,0.10344799999999993,Normal
0.5038009999999999,0.488478,0.561306,0.497599,6.5,$RhoC_antagonistic,0.07282799999999995,Normal
0.49460000000000004,0.502418,0.544445,0.49360100000000007,7.0,$RhoC_antagonistic,0.042026999999999926,Normal
0.487599,0.504834,0.5416859999999999,0.496401,7.5,$RhoC_antagonistic,0.036851999999999885,Normal
0.495,0.5062030000000001,0.543418,0.511201,8.0,$RhoC_antagonistic,0.03721499999999989,Normal
0.5035999999999999,0.5215519999999999,0.512899,0.49479999999999996,8.5,$RhoC_antagonistic,-0.00865299999999991,Normal
0.510201,0.5050680000000001,0.513142,0.489801,9.0,$RhoC_antagonistic,0.008073999999999915,Normal
0.492401,0.516841,0.5152110000000001,0.507401,9.5,$RhoC_antagonistic,-0.0016299999999999093,Normal
0.49019999999999997,0.39571100000000003,0.713893,0.495998,0.05,$RhoC_decay,0.31818199999999996,Hyper
0.5025999999999999,0.390325,0.697696,0.49579999999999996,0.15000000000000002,$RhoC_decay,0.307371,Hyper
0.498401,0.40192200000000006,0.6757770000000001,0.502199,0.25000000000000006,$RhoC_decay,0.273855,Hyper
0.49619899999999995,0.403854,0.6357379999999999,0.4904,0.3500000000000001,$RhoC_decay,0.23188399999999992,Normal
0.504598,0.400336,0.6452040000000001,0.509,0.45000000000000007,$RhoC_decay,0.24486800000000009,Normal
0.5058010000000001,0.42440100000000003,0.6101860000000001,0.5084000000000001,0.55,$RhoC_decay,0.1857850000000001,Normal
0.507601,0.407673,0.6004029999999999,0.500601,0.6500000000000001,$RhoC_decay,0.1927299999999999,Normal
0.4907999999999999,0.41642399999999996,0.587158,0.5016,0.7500000000000001,$RhoC_decay,0.170734,Normal
0.5099990000000001,0.412798,0.576558,0.502799,0.8500000000000002,$RhoC_decay,0.16376000000000002,Normal
0.491001,0.42980399999999996,0.559739,0.5146,0.9500000000000002,$RhoC_decay,0.12993500000000002,Normal
