t,DSP,TJP1,JCAD,RhoA,RhoC,delta
26.9,1.0000010000000001,0.0,0.0,0.801637,0.32284599999999997,-0.4787910000000001
27.0,1.0,0.0,0.0,0.803897,0.315832,-0.48806499999999997
27.1,0.999999,0.0,0.0,0.808259,0.317075,-0.49118399999999995
27.2,1.0,0.0,0.0,0.803513,0.319177,-0.48433600000000004
27.3,1.0,0.0,0.0,0.802684,0.323153,-0.47953099999999993
27.4,1.0,0.0,0.0,0.807032,0.330692,-0.47634
27.5,1.0,0.0,0.0,0.802239,0.332877,-0.46936200000000006
27.6,1.0000010000000001,0.0,0.0,0.798471,0.332162,-0.46630900000000003
27.7,1.0,0.0,0.0,0.8022800000000001,0.328746,-0.4735340000000001
27.8,1.0,0.0,0.0,0.798851,0.335296,-0.463555
27.9,0.9999989999999999,0.0,0.0,0.7946369999999999,0.334693,-0.4599439999999999
28.0,1.0,0.0,0.0,0.787347,0.333816,-0.453531
28.1,1.0,0.0,0.0,0.789546,0.333497,-0.456049
28.2,1.0000010000000001,0.0,0.0,0.785261,0.334532,-0.450729
28.3,1.000001,0.0,0.0,0.788665,0.3349,-0.453765
28.4,1.000001,0.0,0.0,0.784856,0.337936,-0.44692
28.5,1.0,0.0,0.0,0.7844030000000001,0.34001800000000004,-0.44438500000000003
28.6,1.0,0.0,0.0,0.785771,0.335986,-0.449785
28.7,1.0,0.0,0.0,0.79093,0.330553,-0.46037700000000004
28.8,1.0,0.0,0.0,0.7935989999999999,0.332086,-0.46151299999999995
28.9,1.0000010000000001,0.0,0.0,0.792621,0.33416100000000004,-0.45846
29.0,0.9999990000000001,0.0,0.0,0.788052,0.334416,-0.453636
29.1,1.0,0.0,0.0,0.790727,0.337362,-0.45336499999999996
29.2,1.000001,0.0,0.0,0.79121,0.33564700000000003,-0.45556299999999994
29.3,1.0,0.0,0.0,0.8005709999999999,0.33393399999999995,-0.46663699999999997
29.4,1.0,0.0,0.0,0.793589,0.325908,-0.467681
29.5,1.0,0.0,0.0,0.7940130000000001,0.32136,-0.4726530000000001
29.6,1.0,0.0,0.0,0.7961260000000001,0.320757,-0.4753690000000001
29.7,1.0,0.0,0.0,0.79992,0.31955599999999995,-0.480364
29.8,0.9999990000000001,0.0,0.0,0.8024830000000001,0.322224,-0.48025900000000005
29.9,1.0,0.0,0.0,0.8015019999999999,0.322844,-0.4786579999999999
30.0,0.999999,0.0,0.0,0.798525,0.32910799999999996,-0.4694170000000001
30.1,1.0,0.0,0.0,0.7983309999999999,0.332828,-0.4655029999999999
30.2,1.0,0.0,0.0,0.791652,0.335513,-0.456139
30.3,1.0,0.0,0.0,0.7866949999999999,0.33524699999999996,-0.45144799999999996
30.4,1.0,0.0,0.0,0.787548,0.339192,-0.44835600000000003
30.5,1.0,0.0,0.0,0.783577,0.33998,-0.44359699999999996
30.6,1.0,0.0,0.0,0.785622,0.341298,-0.44432400000000005
30.7,1.0,0.0,0.0,0.790467,0.339096,-0.451371
30.8,0.9999999999999999,0.0,0.0,0.7875829999999999,0.33706899999999995,-0.45051399999999997
30.9,1.000001,0.0,0.0,0.795515,0.334214,-0.46130099999999996
31.0,1.0,0.0,0.0,0.7955800000000001,0.33075699999999997,-0.4648230000000001
31.1,1.0,0.0,0.0,0.7958240000000001,0.329214,-0.4666100000000001
31.2,1.0000010000000001,0.0,0.0,0.791086,0.332167,-0.45891899999999997
31.3,1.0000010000000001,0.0,0.0,0.785564,0.32741600000000004,-0.458148
31.4,1.0,0.0,0.0,0.7864199999999999,0.328384,-0.4580359999999999
31.5,1.0,0.0,0.0,0.787223,0.33157800000000004,-0.45564499999999997
31.6,1.0,0.0,0.0,0.787061,0.332819,-0.45424200000000003
31.7,1.0,0.0,0.0,0.78574,0.33432300000000004,-0.45141699999999996
31.8,1.0,0.0,0.0,0.7841659999999999,0.33467,-0.4494959999999999
31.9,1.000001,0.0,0.0,0.784249,0.336789,-0.44745999999999997
32.0,1.0,0.0,0.0,0.788899,0.33333599999999997,-0.45556300000000005
32.1,1.0,0.0,0.0,0.7991750000000001,0.33307,-0.4661050000000001
32.2,0.999999,0.0,0.0,0.794265,0.332169,-0.462096
32.3,1.0,0.0,0.0,0.784747,0.33114699999999997,-0.4536
32.4,1.0,0.0,0.0,0.7867470000000001,0.336605,-0.4501420000000001
32.5,1.0,0.0,0.0,0.789255,0.341164,-0.448091
32.6,0.9999990000000001,0.0,0.0,0.787459,0.336916,-0.450543
32.7,1.000001,0.0,0.0,0.7858459999999999,0.336105,-0.44974099999999995
32.8,1.0,0.0,0.0,0.7834450000000001,0.333553,-0.44989200000000007
32.9,1.0,0.0,0.0,0.7797799999999999,0.335553,-0.4442269999999999
33.0,1.0,0.0,0.0,0.779379,0.339992,-0.439387
33.1,1.0,0.0,0.0,0.783242,0.34145899999999996,-0.44178300000000004
33.2,1.0,0.0,0.0,0.7906099999999999,0.345605,-0.44500499999999993
33.3,0.999999,0.0,0.0,0.78697,0.343331,-0.44363899999999995
33.4,0.999999,0.0,0.0,0.7873509999999999,0.347211,-0.4401399999999999
33.5,0.999999,0.0,0.0,0.786471,0.347283,-0.439188
33.6,1.0,0.0,0.0,0.783545,0.34072199999999997,-0.4428230000000001
33.7,1.0,0.0,0.0,0.789988,0.342322,-0.447666
33.8,1.0,0.0,0.0,0.789324,0.33843599999999996,-0.45088800000000007
33.9,1.0,0.0,0.0,0.785574,0.33932300000000004,-0.44625099999999995
34.0,1.0,0.0,0.0,0.78742,0.342519,-0.444901
34.1,1.0,0.0,0.0,0.7862129999999999,0.341587,-0.44462599999999997
34.2,1.0,0.0,0.0,0.787454,0.340615,-0.446839
34.3,1.0,0.0,0.0,0.7845540000000001,0.340038,-0.4445160000000001
34.4,1.0,0.0,0.0,0.782911,0.336572,-0.44633900000000004
34.5,0.9999990000000001,0.0,0.0,0.786349,0.330293,-0.45605599999999996
34.6,1.0,0.0,0.0,0.7886869999999999,0.33164,-0.4570469999999999
34.7,1.000001,0.0,0.0,0.788071,0.332482,-0.45558899999999997
34.8,1.0,0.0,0.0,0.787542,0.335334,-0.45220799999999994
34.9,1.0,0.0,0.0,0.7890619999999999,0.337988,-0.4510739999999999
35.0,1.0,0.0,0.0,0.79334,0.3383,-0.45504000000000006
35.1,1.000001,0.0,0.0,0.795323,0.332747,-0.462576
35.2,1.0,0.0,0.0,0.793156,0.331412,-0.461744
35.3,1.0000000000000002,0.0,0.0,0.794878,0.335812,-0.459066
35.4,1.000001,0.0,0.0,0.792226,0.332569,-0.459657
35.5,1.0,0.0,0.0,0.79222,0.337806,-0.45441400000000004
35.6,0.9999999999999999,0.0,0.0,0.789067,0.336528,-0.45253899999999997
35.7,1.0,0.0,0.0,0.7837500000000001,0.332215,-0.4515350000000001
