t,DSP,TJP1,JCAD,RhoA,RhoC,delta
14.5,1.0,1.0,0.0,0.645525,0.6554249999999999,0.009899999999999909
14.6,1.0,1.0,0.0,0.648536,0.652312,0.0037760000000000016
14.7,0.9999999999999999,0.9999999999999999,0.0,0.649305,0.641389,-0.007916000000000034
14.8,1.0,1.0,0.0,0.6499699999999999,0.6409929999999999,-0.008977000000000013
14.9,1.0,1.0,0.0,0.651254,0.648157,-0.0030970000000000164
15.0,1.0,1.0,0.0,0.65685,0.645522,-0.011328000000000005
15.1,1.0,1.0,0.0,0.656493,0.6450370000000001,-0.01145599999999991
15.2,0.9999990000000001,0.9999990000000001,0.0,0.649,0.649138,0.00013799999999997148
15.3,1.0,1.0,0.0,0.6435219999999999,0.650209,0.0066870000000001095
15.4,1.0000010000000001,1.0000010000000001,0.0,0.642136,0.6562209999999999,0.014084999999999903
15.5,1.0,1.0,0.0,0.6412370000000001,0.6530670000000001,0.011830000000000007
15.6,1.0,1.0,0.0,0.646752,0.6493059999999999,0.002553999999999945
15.7,1.0,1.0,0.0,0.652584,0.652039,-0.0005450000000000177
15.8,1.0,1.0,0.0,0.650114,0.657871,0.007757000000000014
15.9,1.0000010000000001,1.0000010000000001,0.0,0.642064,0.665629,0.023565000000000058
16.0,1.0,1.0,0.0,0.6439250000000001,0.660909,0.016983999999999888
16.1,1.000001,1.000001,0.0,0.653853,0.6588369999999999,0.004983999999999877
16.2,1.0000010000000001,1.0000010000000001,0.0,0.656112,0.652363,-0.0037490000000000023
16.3,1.0,1.0,0.0,0.658595,0.65344,-0.005155000000000021
16.4,0.999999,0.999999,0.0,0.664193,0.6493599999999999,-0.014833000000000096
16.5,0.9999989999999999,0.9999989999999999,0.0,0.656569,0.652959,-0.003610000000000002
16.6,1.0,1.0,0.0,0.664454,0.659082,-0.005372000000000043
16.7,1.0,1.0,0.0,0.664758,0.653743,-0.011014999999999997
16.8,1.0,1.0,0.0,0.655708,0.654571,-0.0011369999999999436
16.9,1.0000010000000001,1.0000010000000001,0.0,0.646944,0.651618,0.004674000000000067
17.0,1.0,1.0,0.0,0.652904,0.6458870000000001,-0.00701699999999994
17.1,1.0,1.0,0.0,0.641752,0.6491100000000001,0.007358000000000087
17.2,1.0,1.0,0.0,0.638837,0.650755,0.011917999999999984
17.3,0.9999989999999999,0.9999989999999999,0.0,0.6453739999999999,0.6551769999999999,0.009803000000000006
17.4,1.0,1.0,0.0,0.647986,0.662246,0.01426000000000005
17.5,1.0000010000000001,1.0000010000000001,0.0,0.6479269999999999,0.664122,0.01619500000000007
17.6,1.0,1.0,0.0,0.645242,0.662122,0.016880000000000006
17.7,1.0,1.0,0.0,0.64597,0.664435,0.018464999999999954
17.8,1.0,1.0,0.0,0.654583,0.6587810000000001,0.004198000000000035
17.9,1.0,1.0,0.0,0.650652,0.6560779999999999,0.005425999999999931
18.0,0.9999999999999999,0.9999999999999999,0.0,0.649103,0.654674,0.005570999999999993
18.1,1.0,1.0,0.0,0.649653,0.658566,0.008912999999999949
18.2,1.0,1.0,0.0,0.647814,0.651375,0.0035610000000000364
18.3,1.0,1.0,0.0,0.652454,0.65291,0.00045600000000001195
18.4,1.0,1.0,0.0,0.6551819999999999,0.6599010000000001,0.00471900000000014
18.5,1.0,1.0,0.0,0.652953,0.6562319999999999,0.003278999999999921
18.6,1.0,1.0,0.0,0.655652,0.656006,0.00035399999999996545
18.7,0.9999989999999999,0.9999989999999999,0.0,0.6479649999999999,0.660858,0.012893000000000043
18.8,1.000001,1.000001,0.0,0.653605,0.656219,0.002614000000000005
18.9,1.000001,1.000001,0.0,0.657259,0.657404,0.00014499999999995072
19.0,1.0,1.0,0.0,0.650658,0.6577580000000001,0.007100000000000106
19.1,1.0,1.0,0.0,0.650742,0.661027,0.010284999999999989
19.2,1.0,1.0,0.0,0.647348,0.662174,0.014826000000000006
19.3,1.0,1.0,0.0,0.6493789999999999,0.659396,0.010017000000000054
19.4,0.999999,0.999999,0.0,0.649077,0.661044,0.01196699999999995
19.5,0.999999,0.999999,0.0,0.655944,0.652147,-0.0037969999999999393
19.6,1.0,1.0,0.0,0.654263,0.653706,-0.0005570000000000297
19.7,0.999999,0.999999,0.0,0.647682,0.658803,0.011121000000000048
