DSP,JCAD,RhoA,RhoC,TJP1,p1_name,p1_value,p2_name,p2_value,perturbation,exp_name,delta,phenotype
0.5056,0.49100000000000005,0.656552,0.46677300000000005,0.5096,$RhoC_antagonistic,7.0,N/A,,WT,WT,-0.18977899999999998,Normal
0.5062000000000001,0.5018,0.6794979999999999,0.42618599999999995,0.5032,$RhoC_antagonistic,8.0,N/A,,WT,WT,-0.253312,Failed
0.5115989999999999,0.49840000000000007,0.6981650000000001,0.41278500000000007,0.503001,$RhoC_antagonistic,9.0,N/A,,WT,WT,-0.2853800000000001,Failed
0.4890009999999999,0.49959999999999993,0.69564,0.40738700000000005,0.5107999999999999,$RhoC_antagonistic,10.0,N/A,,WT,WT,-0.288253,Failed
0.492999,0.501599,0.7036339999999999,0.38316000000000006,0.508398,$RhoC_antagonistic,11.0,N/A,,WT,WT,-0.3204739999999998,Failed
0.5154000000000001,0.495601,0.7152159999999999,0.36613599999999996,0.5008,$RhoC_antagonistic,12.0,N/A,,WT,WT,-0.3490799999999999,Failed
0.4974,0.505401,0.73771,0.34929200000000005,0.5059990000000001,$RhoC_antagonistic,13.0,N/A,,WT,WT,-0.38841799999999993,Failed
0.506199,0.49800099999999997,0.7264390000000001,0.34356400000000004,0.5004,$RhoC_antagonistic,14.0,N/A,,WT,WT,-0.382875,Failed
0.497001,0.5064000000000001,0.7410869999999999,0.334854,0.493,$RhoC_antagonistic,15.0,N/A,,WT,WT,-0.40623299999999996,Failed
0.502601,0.496801,0.5948379999999999,0.6145789999999999,0.48800099999999996,$RhoC_decay,0.05,N/A,,WT,WT,0.01974100000000001,Normal
0.5036,0.49980100000000005,0.5966399999999998,0.5980669999999999,0.498001,$RhoC_decay,0.15000000000000002,N/A,,WT,WT,0.001427000000000067,Normal
0.508402,0.502801,0.608526,0.5855989999999999,0.4998,$RhoC_decay,0.25000000000000006,N/A,,WT,WT,-0.02292700000000014,Normal
0.49779999999999996,0.484399,0.5976,0.5829590000000001,0.489799,$RhoC_decay,0.3500000000000001,N/A,,WT,WT,-0.014640999999999904,Normal
0.49960199999999994,0.48720099999999994,0.608541,0.5585119999999999,0.490801,$RhoC_decay,0.45000000000000007,N/A,,WT,WT,-0.0500290000000001,Normal
0.49439900000000003,0.512999,0.604217,0.5621690000000001,0.4984,$RhoC_decay,0.55,N/A,,WT,WT,-0.04204799999999986,Normal
0.499398,0.49219999999999997,0.5941639999999999,0.5536749999999999,0.493401,$RhoC_decay,0.6500000000000001,N/A,,WT,WT,-0.040489,Normal
0.502602,0.5098010000000001,0.6004799999999999,0.541948,0.5076,$RhoC_decay,0.7500000000000001,N/A,,WT,WT,-0.05853199999999992,Normal
0.49400099999999997,0.503201,0.611108,0.5306409999999999,0.515199,$RhoC_decay,0.8500000000000002,N/A,,WT,WT,-0.08046700000000007,Normal
0.502799,0.49800000000000005,0.612063,0.513888,0.491,$RhoC_decay,0.9500000000000002,N/A,,WT,WT,-0.09817500000000001,Normal
