DSP,JCAD,RhoA,RhoC,TJP1,$RhoA_amp,$RhoA_antagonistic,perb,exp_name,delta,phenotype
0.505599,0.507001,0.6319750000000001,0.5704670000000001,0.504799,50.0,3.0,WT,Escape_Threshold_RhoA,-0.06150800000000001,Normal
0.501001,0.492201,0.584569,0.6062320000000001,0.496002,50.0,4.0,WT,Escape_Threshold_RhoA,0.0216630000000001,Normal
0.496,0.488801,0.550388,0.622247,0.5032,50.0,5.0,WT,Escape_Threshold_RhoA,0.071859,Normal
0.48779999999999996,0.49620099999999995,0.513276,0.644932,0.49799999999999994,50.0,6.0,WT,Escape_Threshold_RhoA,0.131656,Normal
0.504399,0.5101979999999999,0.512877,0.6404409999999999,0.48579900000000004,50.0,7.0,WT,Escape_Threshold_RhoA,0.1275639999999999,Normal
0.504601,0.5000009999999999,0.48277299999999995,0.672017,0.5008009999999999,50.0,8.0,WT,Escape_Threshold_RhoA,0.18924400000000002,Normal
0.49959799999999993,0.503198,0.46628899999999995,0.6756230000000001,0.49219799999999997,50.0,9.0,WT,Escape_Threshold_RhoA,0.20933400000000013,Normal
0.5114,0.49339999999999995,0.451692,0.676952,0.493001,50.0,10.0,WT,Escape_Threshold_RhoA,0.22526000000000002,Normal
0.502601,0.500002,0.44334299999999993,0.6823160000000001,0.496201,50.0,11.0,WT,Escape_Threshold_RhoA,0.2389730000000002,Normal
0.48860000000000003,0.498602,0.42043900000000006,0.695106,0.49600099999999997,50.0,12.0,WT,Escape_Threshold_RhoA,0.27466699999999994,Hyper
0.5091990000000001,0.5065999999999999,0.42719900000000005,0.696819,0.487798,50.0,13.0,WT,Escape_Threshold_RhoA,0.2696199999999999,Hyper
0.505999,0.5028,0.407225,0.7037969999999999,0.4977980000000001,50.0,14.0,WT,Escape_Threshold_RhoA,0.2965719999999999,Hyper
0.504199,0.49220099999999994,0.771995,0.515524,0.501001,55.0,1.0,WT,Escape_Threshold_RhoA,-0.256471,Failed
0.49319899999999994,0.5001990000000001,0.686053,0.561398,0.506398,55.0,2.0,WT,Escape_Threshold_RhoA,-0.12465500000000007,Normal
0.49839900000000004,0.5054,0.6164019999999999,0.60147,0.5094,55.0,3.0,WT,Escape_Threshold_RhoA,-0.014931999999999945,Normal
0.49419900000000005,0.5055999999999999,0.576735,0.6093689999999999,0.500402,55.0,4.0,WT,Escape_Threshold_RhoA,0.03263399999999994,Normal
0.494999,0.4996,0.5365679999999999,0.629082,0.500201,55.0,5.0,WT,Escape_Threshold_RhoA,0.0925140000000001,Normal
0.497999,0.5138,0.5285939999999999,0.644536,0.493598,55.0,6.0,WT,Escape_Threshold_RhoA,0.1159420000000001,Normal
0.49020100000000005,0.512599,0.501049,0.663019,0.5028,55.0,7.0,WT,Escape_Threshold_RhoA,0.16197000000000006,Normal
0.5005999999999999,0.5042,0.48575299999999993,0.6622560000000001,0.495601,55.0,8.0,WT,Escape_Threshold_RhoA,0.17650300000000013,Normal
0.501201,0.5098,0.47428399999999993,0.672067,0.498,55.0,9.0,WT,Escape_Threshold_RhoA,0.19778300000000004,Normal
0.505,0.490599,0.448838,0.686501,0.505199,55.0,10.0,WT,Escape_Threshold_RhoA,0.237663,Normal
0.4857989999999999,0.5002,0.431214,0.697872,0.5115989999999999,55.0,11.0,WT,Escape_Threshold_RhoA,0.26665800000000006,Hyper
0.48760000000000003,0.49639999999999995,0.418294,0.69924,0.497202,55.0,12.0,WT,Escape_Threshold_RhoA,0.280946,Hyper
0.49179599999999996,0.49039900000000003,0.409221,0.706383,0.503199,55.0,13.0,WT,Escape_Threshold_RhoA,0.297162,Hyper
0.505001,0.485402,0.41093799999999997,0.7001990000000001,0.507401,55.0,14.0,WT,Escape_Threshold_RhoA,0.28926100000000016,Hyper
0.4998,0.513201,0.7930289999999999,0.32286200000000004,,5.0,1.0,TJP1,Escape_Threshold_RhoA,-0.47016699999999984,Failed
0.5055999999999999,0.48840000000000006,0.7195309999999999,0.37076,,5.0,2.0,TJP1,Escape_Threshold_RhoA,-0.34877099999999994,Failed
0.5014,0.505798,0.658118,0.411412,,5.0,3.0,TJP1,Escape_Threshold_RhoA,-0.24670599999999998,Normal
0.4988000000000001,0.5044,0.6325029999999999,0.439479,,5.0,4.0,TJP1,Escape_Threshold_RhoA,-0.19302399999999992,Normal
0.4960000000000001,0.506799,0.580983,0.46917400000000004,,5.0,5.0,TJP1,Escape_Threshold_RhoA,-0.11180899999999999,Normal
0.504,0.5098,0.5635589999999999,0.483712,,5.0,6.0,TJP1,Escape_Threshold_RhoA,-0.07984699999999995,Normal
0.49759999999999993,0.495799,0.516181,0.513721,,5.0,7.0,TJP1,Escape_Threshold_RhoA,-0.0024600000000000177,Normal
0.4902,0.503802,0.504898,0.529374,,5.0,8.0,TJP1,Escape_Threshold_RhoA,0.024476000000000053,Normal
0.5064,0.5052000000000001,0.48133000000000004,0.545175,,5.0,9.0,TJP1,Escape_Threshold_RhoA,0.06384499999999993,Normal
0.49939900000000004,0.4829979999999999,0.467277,0.5516190000000001,,5.0,10.0,TJP1,Escape_Threshold_RhoA,0.08434200000000008,Normal
0.502,0.4976,0.45476399999999995,0.564356,,5.0,11.0,TJP1,Escape_Threshold_RhoA,0.10959200000000002,Normal
0.4938,0.493399,0.43313399999999996,0.5705,,5.0,12.0,TJP1,Escape_Threshold_RhoA,0.13736600000000004,Normal
0.5084,0.501001,0.431556,0.571904,,5.0,13.0,TJP1,Escape_Threshold_RhoA,0.14034799999999997,Normal
0.5032009999999999,0.4936,0.40877399999999997,0.593125,,5.0,14.0,TJP1,Escape_Threshold_RhoA,0.18435100000000004,Normal
0.5022,0.4924,0.807987,0.315942,,10.0,1.0,TJP1,Escape_Threshold_RhoA,-0.492045,Failed
0.5038,0.4942,0.723853,0.36666499999999996,,10.0,2.0,TJP1,Escape_Threshold_RhoA,-0.357188,Failed
0.501402,0.512001,0.681897,0.393183,,10.0,3.0,TJP1,Escape_Threshold_RhoA,-0.28871399999999997,Failed
0.5,0.4988,0.6466149999999999,0.43454499999999996,,10.0,4.0,TJP1,Escape_Threshold_RhoA,-0.21206999999999998,Normal
0.501001,0.4998,0.611562,0.45509099999999997,,10.0,5.0,TJP1,Escape_Threshold_RhoA,-0.15647100000000008,Normal
