Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
2.7000	0.7127	0.0021	4.4746	1.0000	DSP -- TJP1 -- JCAD	0.000193	0.000091	DSP -- TJP1	0.002768	0.000483	JCAD	0.012609	0.001085	RhoC -- RhoA	0.012550	0.001021	<nil>	0.012853	0.001103	TJP1 -- JCAD -- RhoA	0.006385	0.000681	TJP1 -- RhoA	0.018548	0.001272	TJP1 -- RhoC -- RhoA	0.021789	0.001326	DSP -- TJP1 -- JCAD -- RhoC	0.022058	0.001248	TJP1 -- JCAD -- RhoC -- RhoA	0.024809	0.001433	JCAD -- RhoC	0.047837	0.002093	DSP -- JCAD -- RhoC	0.007388	0.000723	DSP -- TJP1 -- RhoC -- RhoA	0.039433	0.001774	DSP	0.006320	0.000734	DSP -- RhoC	0.022551	0.001411	DSP -- RhoA	0.074100	0.002562	DSP -- TJP1 -- JCAD -- RhoA	0.023937	0.001323	DSP -- RhoC -- RhoA	0.022828	0.001351	TJP1	0.005182	0.000690	DSP -- JCAD -- RhoC -- RhoA	0.025736	0.001452	TJP1 -- JCAD	0.002009	0.000380	TJP1 -- JCAD -- RhoC	0.092897	0.002855	RhoA	0.047990	0.002107	JCAD -- RhoC -- RhoA	0.015462	0.001127	DSP -- JCAD	0.001794	0.000344	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077712	0.002457	RhoC	0.050806	0.002164	DSP -- TJP1 -- RhoA	0.043306	0.001942	DSP -- TJP1 -- RhoC	0.040493	0.001884	TJP1 -- RhoC	0.078481	0.002646	DSP -- JCAD -- RhoA	0.089282	0.002804	JCAD -- RhoA	0.049892	0.002143
2.8000	0.7135	0.0021	4.4660	1.0000	DSP -- TJP1 -- JCAD	0.000166	0.000089	DSP -- TJP1	0.003428	0.000530	JCAD	0.012585	0.001092	DSP -- JCAD -- RhoC	0.007667	0.000760	TJP1 -- RhoC -- RhoA	0.022485	0.001361	<nil>	0.013408	0.001118	TJP1 -- RhoA	0.017780	0.001250	RhoC -- RhoA	0.013156	0.001030	TJP1 -- JCAD -- RhoA	0.006207	0.000679	DSP -- TJP1 -- JCAD -- RhoC	0.020974	0.001229	DSP -- TJP1 -- JCAD -- RhoA	0.024046	0.001334	JCAD -- RhoC	0.047314	0.002086	DSP	0.006058	0.000738	TJP1 -- JCAD -- RhoC -- RhoA	0.024758	0.001435	DSP -- RhoC	0.021618	0.001384	DSP -- RhoA	0.076375	0.002615	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.078714	0.002491	RhoC	0.048381	0.002112	DSP -- RhoC -- RhoA	0.021749	0.001335	TJP1	0.004676	0.000639	TJP1 -- JCAD -- RhoC	0.093027	0.002858	DSP -- JCAD -- RhoC -- RhoA	0.024373	0.001420	TJP1 -- JCAD	0.002108	0.000395	RhoA	0.049255	0.002121	JCAD -- RhoC -- RhoA	0.015050	0.001119	DSP -- JCAD	0.001506	0.000323	DSP -- TJP1 -- RhoC -- RhoA	0.038096	0.001754	DSP -- TJP1 -- RhoA	0.044371	0.001977	DSP -- TJP1 -- RhoC	0.040104	0.001874	TJP1 -- RhoC	0.079060	0.002651	DSP -- JCAD -- RhoA	0.090654	0.002828	JCAD -- RhoA	0.050851	0.002165
2.9000	0.7135	0.0021	4.4560	1.0000	DSP -- TJP1 -- JCAD	0.000388	0.000124	DSP	0.005100	0.000663	JCAD	0.013114	0.001103	<nil>	0.012971	0.001100	TJP1 -- RhoC -- RhoA	0.022204	0.001365	DSP -- JCAD	0.001012	0.000265	TJP1 -- RhoA	0.018504	0.001283	RhoC -- RhoA	0.012565	0.001000	TJP1 -- JCAD -- RhoA	0.006185	0.000679	DSP -- TJP1	0.003064	0.000499	JCAD -- RhoC	0.046959	0.002071	DSP -- JCAD -- RhoC	0.007970	0.000779	TJP1 -- JCAD	0.002149	0.000404	DSP -- JCAD -- RhoC -- RhoA	0.023730	0.001399	TJP1 -- JCAD -- RhoC -- RhoA	0.024079	0.001413	DSP -- TJP1 -- JCAD -- RhoC	0.021723	0.001243	DSP -- RhoC	0.021413	0.001371	DSP -- RhoA	0.077484	0.002623	DSP -- TJP1 -- JCAD -- RhoA	0.024100	0.001329	JCAD -- RhoC -- RhoA	0.015147	0.001118	DSP -- RhoC -- RhoA	0.021803	0.001326	TJP1	0.003747	0.000586	TJP1 -- JCAD -- RhoC	0.093687	0.002868	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077688	0.002466	RhoC	0.048167	0.002102	DSP -- TJP1 -- RhoA	0.044140	0.001953	RhoA	0.050497	0.002154	DSP -- TJP1 -- RhoC -- RhoA	0.040673	0.001800	DSP -- TJP1 -- RhoC	0.038122	0.001818	TJP1 -- RhoC	0.079544	0.002670	DSP -- JCAD -- RhoA	0.091487	0.002844	JCAD -- RhoA	0.050580	0.002155
3.0000	0.7141	0.0021	4.4561	1.0000	DSP -- TJP1 -- JCAD	0.000583	0.000175	JCAD	0.013520	0.001125	DSP	0.005055	0.000657	<nil>	0.012932	0.001101	DSP -- JCAD	0.001627	0.000334	TJP1	0.003827	0.000572	TJP1 -- RhoA	0.018569	0.001285	RhoC -- RhoA	0.012811	0.001021	DSP -- JCAD -- RhoC -- RhoA	0.022696	0.001360	TJP1 -- RhoC -- RhoA	0.021838	0.001341	DSP -- TJP1	0.003149	0.000511	DSP -- RhoC -- RhoA	0.021629	0.001337	TJP1 -- JCAD	0.001764	0.000351	JCAD -- RhoC	0.045980	0.002059	DSP -- JCAD -- RhoC	0.006607	0.000686	DSP -- RhoC	0.021977	0.001406	DSP -- RhoA	0.077139	0.002624	DSP -- TJP1 -- JCAD -- RhoC	0.023676	0.001332	DSP -- TJP1 -- JCAD -- RhoA	0.022450	0.001255	JCAD -- RhoC -- RhoA	0.014386	0.001091	TJP1 -- JCAD -- RhoA	0.006684	0.000698	DSP -- TJP1 -- RhoC	0.039101	0.001842	TJP1 -- JCAD -- RhoC	0.093033	0.002851	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077191	0.002459	RhoC	0.048565	0.002116	TJP1 -- JCAD -- RhoC -- RhoA	0.024618	0.001415	DSP -- TJP1 -- RhoA	0.041583	0.001891	RhoA	0.049892	0.002140	DSP -- TJP1 -- RhoC -- RhoA	0.042167	0.001833	TJP1 -- RhoC	0.079766	0.002664	DSP -- JCAD -- RhoA	0.093270	0.002864	JCAD -- RhoA	0.051915	0.002182
3.1000	0.7113	0.0021	4.4498	1.0000	TJP1 -- JCAD	0.001588	0.000345	DSP -- JCAD	0.001444	0.000300	DSP -- TJP1 -- JCAD	0.000558	0.000170	JCAD	0.013607	0.001130	DSP	0.005580	0.000700	<nil>	0.013228	0.001115	TJP1	0.003536	0.000558	TJP1 -- RhoA	0.018739	0.001295	DSP -- RhoC -- RhoA	0.020275	0.001288	RhoC -- RhoA	0.012624	0.001019	DSP -- TJP1 -- JCAD -- RhoC	0.023767	0.001317	TJP1 -- RhoC -- RhoA	0.021004	0.001306	DSP -- TJP1	0.002786	0.000496	JCAD -- RhoC -- RhoA	0.013904	0.001077	JCAD -- RhoC	0.045697	0.002054	DSP -- JCAD -- RhoC -- RhoA	0.023804	0.001409	DSP -- JCAD -- RhoC	0.005857	0.000648	DSP -- RhoC	0.021776	0.001399	DSP -- RhoA	0.078168	0.002641	DSP -- TJP1 -- JCAD -- RhoA	0.023572	0.001304	TJP1 -- JCAD -- RhoC	0.093256	0.002865	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.076003	0.002433	RhoC	0.047469	0.002090	TJP1 -- JCAD -- RhoC -- RhoA	0.024520	0.001423	DSP -- TJP1 -- RhoA	0.042328	0.001923	RhoA	0.050878	0.002168	DSP -- TJP1 -- RhoC -- RhoA	0.039616	0.001784	TJP1 -- JCAD -- RhoA	0.006737	0.000702	DSP -- TJP1 -- RhoC	0.041270	0.001899	TJP1 -- RhoC	0.080721	0.002677	DSP -- JCAD -- RhoA	0.093096	0.002863	JCAD -- RhoA	0.052591	0.002201
3.2000	0.7137	0.0021	4.4484	1.0000	DSP -- TJP1 -- JCAD	0.000221	0.000084	DSP -- JCAD	0.001738	0.000364	DSP	0.005350	0.000686	JCAD	0.013451	0.001117	RhoC -- RhoA	0.013013	0.001027	DSP -- TJP1 -- JCAD -- RhoC	0.022436	0.001272	<nil>	0.013653	0.001130	TJP1 -- RhoA	0.018385	0.001289	TJP1 -- RhoC -- RhoA	0.022774	0.001384	DSP -- TJP1	0.002616	0.000463	JCAD -- RhoC	0.045700	0.002049	JCAD -- RhoC -- RhoA	0.013586	0.001041	DSP -- JCAD -- RhoC	0.006256	0.000671	TJP1	0.003877	0.000566	DSP -- RhoC -- RhoA	0.019964	0.001267	DSP -- RhoC	0.020839	0.001355	TJP1 -- JCAD -- RhoA	0.006965	0.000727	DSP -- TJP1 -- JCAD -- RhoA	0.023781	0.001304	DSP -- RhoA	0.079647	0.002664	DSP -- JCAD -- RhoC -- RhoA	0.022993	0.001375	TJP1 -- JCAD	0.001610	0.000363	TJP1 -- JCAD -- RhoC	0.093179	0.002866	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077461	0.002459	RhoC	0.047170	0.002089	TJP1 -- JCAD -- RhoC -- RhoA	0.024345	0.001422	DSP -- TJP1 -- RhoA	0.040777	0.001875	RhoA	0.050364	0.002145	DSP -- TJP1 -- RhoC -- RhoA	0.041613	0.001809	DSP -- TJP1 -- RhoC	0.040994	0.001876	TJP1 -- RhoC	0.078965	0.002652	DSP -- JCAD -- RhoA	0.093212	0.002864	JCAD -- RhoA	0.053063	0.002199
3.3000	0.7147	0.0021	4.4541	1.0000	DSP -- JCAD -- RhoC	0.007106	0.000734	DSP -- JCAD	0.002002	0.000388	JCAD	0.013951	0.001153	JCAD -- RhoC -- RhoA	0.012657	0.001019	RhoC -- RhoA	0.013382	0.001050	DSP	0.005118	0.000680	<nil>	0.013435	0.001125	TJP1 -- RhoC -- RhoA	0.021296	0.001319	TJP1 -- RhoA	0.017967	0.001265	DSP -- TJP1	0.002540	0.000451	JCAD -- RhoC	0.046873	0.002084	DSP -- RhoC	0.020579	0.001347	TJP1	0.004017	0.000583	DSP -- RhoC -- RhoA	0.021687	0.001328	TJP1 -- JCAD -- RhoC	0.092573	0.002848	DSP -- TJP1 -- JCAD -- RhoA	0.023465	0.001309	DSP -- RhoA	0.078416	0.002645	DSP -- TJP1 -- JCAD -- RhoC	0.022693	0.001287	DSP -- JCAD -- RhoC -- RhoA	0.023246	0.001390	TJP1 -- JCAD	0.001618	0.000349	RhoA	0.050475	0.002153	DSP -- TJP1 -- RhoC -- RhoA	0.042342	0.001829	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.077187	0.002463	RhoC	0.046908	0.002085	DSP -- TJP1 -- JCAD	0.000555	0.000182	TJP1 -- JCAD -- RhoC -- RhoA	0.025653	0.001452	DSP -- TJP1 -- RhoA	0.041328	0.001887	TJP1 -- JCAD -- RhoA	0.006257	0.000675	DSP -- TJP1 -- RhoC	0.039791	0.001850	TJP1 -- RhoC	0.080720	0.002678	DSP -- JCAD -- RhoA	0.091846	0.002846	JCAD -- RhoA	0.052318	0.002193
3.4000	0.7119	0.0021	4.4528	1.0000	DSP -- TJP1 -- JCAD	0.000461	0.000156	DSP -- JCAD	0.001900	0.000365	JCAD	0.014312	0.001158	DSP	0.005260	0.000677	DSP -- TJP1 -- JCAD -- RhoA	0.024383	0.001343	<nil>	0.013965	0.001145	TJP1 -- RhoC -- RhoA	0.021683	0.001334	TJP1 -- RhoA	0.017720	0.001246	DSP -- TJP1	0.002986	0.000497	JCAD -- RhoC	0.047960	0.002102	DSP -- JCAD -- RhoC	0.007256	0.000719	TJP1	0.003944	0.000592	DSP -- RhoC -- RhoA	0.020981	0.001308	DSP -- RhoC	0.021225	0.001377	RhoC -- RhoA	0.013247	0.001036	DSP -- TJP1 -- JCAD -- RhoC	0.023030	0.001295	DSP -- RhoA	0.078333	0.002642	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.076026	0.002443	RhoC	0.046968	0.002079	TJP1 -- JCAD -- RhoA	0.006477	0.000673	TJP1 -- JCAD -- RhoC	0.093610	0.002860	JCAD -- RhoC -- RhoA	0.011018	0.000926	DSP -- JCAD -- RhoC -- RhoA	0.023520	0.001384	TJP1 -- JCAD	0.001181	0.000290	TJP1 -- JCAD -- RhoC -- RhoA	0.024832	0.001409	DSP -- TJP1 -- RhoA	0.043329	0.001946	RhoA	0.050020	0.002145	DSP -- TJP1 -- RhoC -- RhoA	0.040332	0.001807	DSP -- TJP1 -- RhoC	0.039353	0.001857	TJP1 -- RhoC	0.080653	0.002681	DSP -- JCAD -- RhoA	0.091523	0.002836	JCAD -- RhoA	0.052510	0.002192
3.5000	0.7117	0.0021	4.4597	1.0000	DSP -- TJP1 -- JCAD	0.000255	0.000088	DSP -- JCAD	0.002044	0.000390	TJP1 -- JCAD -- RhoA	0.007280	0.000740	<nil>	0.013675	0.001128	TJP1 -- JCAD	0.001545	0.000321	JCAD	0.014247	0.001156	DSP -- TJP1 -- JCAD -- RhoA	0.022904	0.001292	DSP	0.005971	0.000728	DSP -- RhoC	0.021154	0.001370	TJP1 -- RhoA	0.018508	0.001279	TJP1 -- RhoC -- RhoA	0.021099	0.001311	DSP -- TJP1	0.002636	0.000468	JCAD -- RhoC	0.047743	0.002096	DSP -- JCAD -- RhoC	0.008013	0.000754	TJP1	0.004383	0.000630	DSP -- RhoC -- RhoA	0.020409	0.001290	DSP -- JCAD -- RhoC -- RhoA	0.023201	0.001369	RhoC -- RhoA	0.013643	0.001072	DSP -- TJP1 -- JCAD -- RhoC	0.022619	0.001293	DSP -- RhoA	0.078267	0.002644	JCAD -- RhoC -- RhoA	0.011798	0.000965	DSP -- TJP1 -- RhoC -- RhoA	0.040443	0.001781	RhoA	0.049695	0.002136	TJP1 -- JCAD -- RhoC	0.092858	0.002860	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.078122	0.002485	RhoC	0.047186	0.002092	TJP1 -- JCAD -- RhoC -- RhoA	0.024418	0.001428	DSP -- TJP1 -- RhoA	0.042520	0.001924	DSP -- TJP1 -- RhoC	0.040402	0.001859	TJP1 -- RhoC	0.080010	0.002672	DSP -- JCAD -- RhoA	0.090941	0.002831	JCAD -- RhoA	0.052012	0.002181
3.6000	0.7119	0.0021	4.4662	1.0000	DSP -- TJP1 -- JCAD	0.000428	0.000138	TJP1 -- JCAD	0.001784	0.000363	DSP -- JCAD	0.001905	0.000369	DSP -- JCAD -- RhoC	0.008851	0.000818	DSP	0.005835	0.000719	TJP1 -- JCAD -- RhoA	0.007309	0.000722	DSP -- TJP1 -- JCAD -- RhoC	0.022653	0.001279	DSP -- RhoC	0.020632	0.001345	JCAD	0.014607	0.001155	TJP1 -- RhoA	0.019692	0.001328	TJP1 -- RhoC -- RhoA	0.019896	0.001268	DSP -- TJP1	0.002592	0.000457	TJP1	0.004132	0.000604	DSP -- RhoC -- RhoA	0.021463	0.001318	RhoC -- RhoA	0.013551	0.001054	DSP -- RhoA	0.077869	0.002635	DSP -- TJP1 -- JCAD -- RhoA	0.022408	0.001283	<nil>	0.013415	0.001121	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.078411	0.002485	RhoC	0.047706	0.002096	TJP1 -- JCAD -- RhoC -- RhoA	0.024765	0.001423	JCAD -- RhoC	0.048134	0.002104	JCAD -- RhoC -- RhoA	0.012288	0.001016	TJP1 -- JCAD -- RhoC	0.092241	0.002848	DSP -- JCAD -- RhoC -- RhoA	0.023827	0.001397	DSP -- TJP1 -- RhoA	0.041986	0.001906	RhoA	0.049529	0.002135	DSP -- TJP1 -- RhoC -- RhoA	0.040837	0.001808	DSP -- TJP1 -- RhoC	0.040585	0.001879	TJP1 -- RhoC	0.080280	0.002672	DSP -- JCAD -- RhoA	0.089617	0.002812	JCAD -- RhoA	0.050770	0.002161
3.7000	0.7103	0.0021	4.4664	1.0000	DSP -- TJP1	0.002354	0.000435	DSP -- TJP1 -- JCAD	0.000638	0.000195	DSP -- JCAD	0.001519	0.000339	DSP	0.005489	0.000705	TJP1 -- JCAD	0.002057	0.000399	RhoC -- RhoA	0.012934	0.001035	TJP1 -- JCAD -- RhoA	0.007363	0.000752	RhoC	0.048038	0.002105	DSP -- TJP1 -- JCAD -- RhoC	0.023365	0.001294	DSP -- RhoC	0.020524	0.001358	TJP1 -- RhoA	0.020102	0.001338	DSP -- JCAD -- RhoC	0.008603	0.000805	JCAD -- RhoC -- RhoA	0.012324	0.001005	TJP1	0.003629	0.000573	DSP -- RhoC -- RhoA	0.021059	0.001324	DSP -- RhoA	0.078729	0.002653	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.076617	0.002442	DSP -- TJP1 -- JCAD -- RhoA	0.023280	0.001298	<nil>	0.013070	0.001109	TJP1 -- RhoC -- RhoA	0.020032	0.001280	DSP -- TJP1 -- RhoC	0.042578	0.001926	JCAD -- RhoC	0.049224	0.002130	TJP1 -- JCAD -- RhoC	0.091131	0.002818	DSP -- JCAD -- RhoC -- RhoA	0.024841	0.001428	RhoA	0.050158	0.002153	JCAD	0.014582	0.001164	DSP -- TJP1 -- RhoC -- RhoA	0.040480	0.001794	TJP1 -- JCAD -- RhoC -- RhoA	0.025549	0.001436	DSP -- TJP1 -- RhoA	0.040588	0.001870	TJP1 -- RhoC	0.080237	0.002680	DSP -- JCAD -- RhoA	0.089237	0.002808	JCAD -- RhoA	0.049671	0.002137
3.8000	0.7082	0.0021	4.4580	1.0000	DSP -- TJP1 -- JCAD	0.000571	0.000166	TJP1 -- JCAD	0.001550	0.000329	DSP -- TJP1	0.001821	0.000382	DSP -- JCAD	0.001100	0.000259	DSP	0.005727	0.000713	RhoC -- RhoA	0.011585	0.000952	DSP -- TJP1 -- JCAD -- RhoC	0.023793	0.001311	RhoC	0.049145	0.002126	TJP1 -- JCAD -- RhoA	0.007593	0.000747	DSP -- RhoC	0.022149	0.001398	JCAD -- RhoC -- RhoA	0.012532	0.001012	TJP1	0.003447	0.000536	DSP -- RhoC -- RhoA	0.019771	0.001263	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.075660	0.002421	DSP -- RhoA	0.078153	0.002643	DSP -- TJP1 -- JCAD -- RhoA	0.023876	0.001298	<nil>	0.012484	0.001075	TJP1 -- RhoA	0.020587	0.001350	TJP1 -- RhoC -- RhoA	0.019176	0.001239	TJP1 -- JCAD -- RhoC -- RhoA	0.025914	0.001462	DSP -- TJP1 -- RhoC	0.043135	0.001938	JCAD -- RhoC	0.050070	0.002141	TJP1 -- JCAD -- RhoC	0.091043	0.002827	DSP -- JCAD -- RhoC	0.008544	0.000797	DSP -- JCAD -- RhoC -- RhoA	0.025024	0.001423	RhoA	0.050986	0.002161	JCAD	0.014637	0.001165	DSP -- TJP1 -- RhoC -- RhoA	0.041402	0.001815	DSP -- TJP1 -- RhoA	0.039642	0.001852	TJP1 -- RhoC	0.080790	0.002684	DSP -- JCAD -- RhoA	0.089533	0.002807	JCAD -- RhoA	0.048561	0.002114
3.9000	0.7094	0.0021	4.4519	1.0000	DSP -- TJP1 -- JCAD	0.000271	0.000123	TJP1 -- JCAD	0.001744	0.000364	DSP -- TJP1	0.001829	0.000389	DSP	0.004868	0.000660	DSP -- JCAD -- RhoC	0.007341	0.000740	RhoC -- RhoA	0.012201	0.001002	DSP -- RhoC	0.020971	0.001368	JCAD	0.013868	0.001149	TJP1	0.004024	0.000597	DSP -- RhoC -- RhoA	0.020372	0.001289	TJP1 -- RhoC -- RhoA	0.020064	0.001272	TJP1 -- JCAD -- RhoA	0.007359	0.000741	DSP -- TJP1 -- JCAD -- RhoC	0.024981	0.001353	DSP -- RhoA	0.079589	0.002664	DSP -- TJP1 -- JCAD -- RhoC -- RhoA	0.075665	0.002428	RhoC	0.049020	0.002127	DSP -- TJP1 -- JCAD -- RhoA	0.022982	0.001289	<nil>	0.011202	0.001019	TJP1 -- RhoA	0.019856	0.001327	TJP1 -- JCAD -- RhoC -- RhoA	0.025383	0.001440	DSP -- TJP1 -- RhoC	0.044037	0.001955	JCAD -- RhoC	0.051238	0.002176	TJP1 -- JCAD -- RhoC	0.091614	0.002837	DSP -- JCAD -- RhoC -- RhoA	0.027534	0.001517	JCAD -- RhoC -- RhoA	0.011946	0.000977	DSP -- JCAD	0.001378	0.000316	RhoA	0.051776	0.002180	DSP -- TJP1 -- RhoC -- RhoA	0.040828	0.001801	DSP -- TJP1 -- RhoA	0.039306	0.001851	TJP1 -- RhoC	0.080056	0.002668	DSP -- JCAD -- RhoA	0.087947	0.002788	JCAD -- RhoA	0.048748	0.002117
