step,time,perturbation,id,L_current,L_cortex,L_sf,k_active,alignment,init_alignment,tension_cortex,tension_sf,tension_total,DSP,TJP1,JCAD,P_RhoA,P_RhoC
0,0.0,DSP_KO,14,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,DSP_KO,15,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
50,5.0,DSP_KO,0,4.3205,4.6822,4.6822,1.0,0.977,0.981,-0.0362,0.0,-0.0362,0.0,0.0,0.0,0.463,0.437
50,5.0,DSP_KO,1,5.0531,4.6822,4.6719,1.0,0.801,0.831,0.371,0.218,0.589,0.0,0.238,0.005,0.419,0.518
50,5.0,DSP_KO,2,6.0147,4.6822,4.6283,1.0,0.783,0.556,1.3326,0.5306,1.8632,0.0,0.587,0.363,0.342,0.662
50,5.0,DSP_KO,3,8.5044,4.6822,4.6293,1.0,0.938,0.195,3.8222,0.5215,4.3437,0.0,0.659,0.666,0.261,0.802
50,5.0,DSP_KO,4,8.5044,4.6822,4.6293,1.0,0.938,0.195,3.8222,0.5215,4.3437,0.0,0.659,0.666,0.261,0.802
50,5.0,DSP_KO,5,6.0147,4.6822,4.6283,1.0,0.783,0.556,1.3326,0.5306,1.8632,0.0,0.587,0.363,0.342,0.662
50,5.0,DSP_KO,6,5.0531,4.6822,4.6719,1.0,0.801,0.831,0.371,0.218,0.589,0.0,0.238,0.005,0.419,0.518
50,5.0,DSP_KO,7,4.3205,4.6822,4.6822,1.0,0.977,0.981,-0.0362,0.0,-0.0362,0.0,0.0,0.0,0.463,0.437
50,5.0,DSP_KO,8,4.3205,4.6822,4.6822,1.0,0.977,0.981,-0.0362,0.0,-0.0362,0.0,0.0,0.0,0.463,0.437
50,5.0,DSP_KO,9,5.0531,4.6822,4.6719,1.0,0.801,0.831,0.371,0.218,0.589,0.0,0.238,0.005,0.419,0.518
50,5.0,DSP_KO,10,6.0147,4.6822,4.6283,1.0,0.783,0.556,1.3326,0.5306,1.8632,0.0,0.587,0.363,0.342,0.662
50,5.0,DSP_KO,11,8.5044,4.6822,4.6293,1.0,0.938,0.195,3.8222,0.5215,4.3437,0.0,0.659,0.666,0.261,0.802
50,5.0,DSP_KO,12,8.5044,4.6822,4.6293,1.0,0.938,0.195,3.8222,0.5215,4.3437,0.0,0.659,0.666,0.261,0.802
50,5.0,DSP_KO,13,6.0147,4.6822,4.6283,1.0,0.783,0.556,1.3326,0.5306,1.8632,0.0,0.587,0.363,0.342,0.662
50,5.0,DSP_KO,14,5.0531,4.6822,4.6719,1.0,0.801,0.831,0.371,0.218,0.589,0.0,0.238,0.005,0.419,0.518
50,5.0,DSP_KO,15,4.3205,4.6822,4.6822,1.0,0.977,0.981,-0.0362,0.0,-0.0362,0.0,0.0,0.0,0.463,0.437
100,10.0,DSP_KO,0,5.1643,4.6822,4.6583,1.0,0.957,0.981,0.4822,0.3415,0.8236,0.0,0.323,0.029,0.419,0.518
100,10.0,DSP_KO,1,5.6499,4.6822,4.5797,1.0,0.856,0.831,0.9678,0.6121,1.5799,0.0,0.529,0.214,0.342,0.662
100,10.0,DSP_KO,2,6.7711,4.6822,4.4793,1.0,0.915,0.556,2.0889,0.8774,2.9663,0.0,0.634,0.623,0.27,0.777
100,10.0,DSP_KO,3,8.9334,4.6822,4.5742,1.0,0.961,0.195,4.2512,0.5867,4.8379,0.0,0.661,0.668,0.261,0.802
100,10.0,DSP_KO,4,8.9334,4.6822,4.5742,1.0,0.961,0.195,4.2512,0.5867,4.8379,0.0,0.661,0.668,0.261,0.802
100,10.0,DSP_KO,5,6.7711,4.6822,4.4793,1.0,0.915,0.556,2.0889,0.8774,2.9663,0.0,0.634,0.623,0.27,0.777
100,10.0,DSP_KO,6,5.6499,4.6822,4.5797,1.0,0.856,0.831,0.9678,0.6121,1.5799,0.0,0.529,0.214,0.342,0.662
100,10.0,DSP_KO,7,5.1643,4.6822,4.6583,1.0,0.957,0.981,0.4822,0.3415,0.8236,0.0,0.323,0.029,0.419,0.518
100,10.0,DSP_KO,8,5.1643,4.6822,4.6583,1.0,0.957,0.981,0.4822,0.3415,0.8236,0.0,0.323,0.029,0.419,0.518
100,10.0,DSP_KO,9,5.6499,4.6822,4.5797,1.0,0.856,0.831,0.9678,0.6121,1.5799,0.0,0.529,0.214,0.342,0.662
100,10.0,DSP_KO,10,6.7711,4.6822,4.4793,1.0,0.915,0.556,2.0889,0.8774,2.9663,0.0,0.634,0.623,0.27,0.777
100,10.0,DSP_KO,11,8.9334,4.6822,4.5742,1.0,0.961,0.195,4.2512,0.5867,4.8379,0.0,0.661,0.668,0.261,0.802
100,10.0,DSP_KO,12,8.9334,4.6822,4.5742,1.0,0.961,0.195,4.2512,0.5867,4.8379,0.0,0.661,0.668,0.261,0.802
100,10.0,DSP_KO,13,6.7711,4.6822,4.4793,1.0,0.915,0.556,2.0889,0.8774,2.9663,0.0,0.634,0.623,0.27,0.777
100,10.0,DSP_KO,14,5.6499,4.6822,4.5797,1.0,0.856,0.831,0.9678,0.6121,1.5799,0.0,0.529,0.214,0.342,0.662
100,10.0,DSP_KO,15,5.1643,4.6822,4.6583,1.0,0.957,0.981,0.4822,0.3415,0.8236,0.0,0.323,0.029,0.419,0.518
150,15.0,DSP_KO,0,5.8205,4.6822,4.5058,1.0,0.978,0.981,1.1383,0.8867,2.025,0.0,0.562,0.406,0.317,0.708
150,15.0,DSP_KO,1,6.2794,4.6822,4.3939,1.0,0.93,0.831,1.5973,1.0795,2.6767,0.0,0.61,0.556,0.29,0.747
150,15.0,DSP_KO,2,7.2908,4.6822,4.3364,1.0,0.947,0.556,2.6086,1.1315,3.7401,0.0,0.646,0.652,0.261,0.802
150,15.0,DSP_KO,3,9.1676,4.6822,4.5276,1.0,0.969,0.195,4.4854,0.6245,5.1099,0.0,0.662,0.668,0.261,0.802
150,15.0,DSP_KO,4,9.1676,4.6822,4.5276,1.0,0.969,0.195,4.4854,0.6245,5.1099,0.0,0.662,0.668,0.261,0.802
150,15.0,DSP_KO,5,7.2908,4.6822,4.3364,1.0,0.947,0.556,2.6086,1.1315,3.7401,0.0,0.646,0.652,0.261,0.802
150,15.0,DSP_KO,6,6.2794,4.6822,4.3939,1.0,0.93,0.831,1.5973,1.0795,2.6767,0.0,0.61,0.556,0.29,0.747
150,15.0,DSP_KO,7,5.8205,4.6822,4.5058,1.0,0.978,0.981,1.1383,0.8867,2.025,0.0,0.562,0.406,0.317,0.708
150,15.0,DSP_KO,8,5.8205,4.6822,4.5058,1.0,0.978,0.981,1.1383,0.8867,2.025,0.0,0.562,0.406,0.317,0.708
150,15.0,DSP_KO,9,6.2794,4.6822,4.3939,1.0,0.93,0.831,1.5973,1.0795,2.6767,0.0,0.61,0.556,0.29,0.747
150,15.0,DSP_KO,10,7.2908,4.6822,4.3364,1.0,0.947,0.556,2.6086,1.1315,3.7401,0.0,0.646,0.652,0.261,0.802
150,15.0,DSP_KO,11,9.1676,4.6822,4.5276,1.0,0.969,0.195,4.4854,0.6245,5.1099,0.0,0.662,0.668,0.261,0.802
150,15.0,DSP_KO,12,9.1676,4.6822,4.5276,1.0,0.969,0.195,4.4854,0.6245,5.1099,0.0,0.662,0.668,0.261,0.802
150,15.0,DSP_KO,13,7.2908,4.6822,4.3364,1.0,0.947,0.556,2.6086,1.1315,3.7401,0.0,0.646,0.652,0.261,0.802
150,15.0,DSP_KO,14,6.2794,4.6822,4.3939,1.0,0.93,0.831,1.5973,1.0795,2.6767,0.0,0.61,0.556,0.29,0.747
150,15.0,DSP_KO,15,5.8205,4.6822,4.5058,1.0,0.978,0.981,1.1383,0.8867,2.025,0.0,0.562,0.406,0.317,0.708
200,20.0,DSP_KO,0,6.5027,4.6822,4.2624,1.0,0.993,0.981,1.8205,1.5127,3.3332,0.0,0.623,0.613,0.27,0.777
200,20.0,DSP_KO,1,6.8653,4.6822,4.1918,1.0,0.966,0.831,2.1831,1.5316,3.7147,0.0,0.637,0.638,0.27,0.777
200,20.0,DSP_KO,2,7.7381,4.6822,4.2096,1.0,0.963,0.556,3.0559,1.3517,4.4076,0.0,0.653,0.661,0.261,0.802
200,20.0,DSP_KO,3,9.3666,4.6822,4.4882,1.0,0.972,0.195,4.6844,0.6566,5.341,0.0,0.662,0.668,0.261,0.802
200,20.0,DSP_KO,4,9.3666,4.6822,4.4882,1.0,0.972,0.195,4.6844,0.6566,5.341,0.0,0.662,0.668,0.261,0.802
200,20.0,DSP_KO,5,7.7381,4.6822,4.2096,1.0,0.963,0.556,3.0559,1.3517,4.4076,0.0,0.653,0.661,0.261,0.802
200,20.0,DSP_KO,6,6.8653,4.6822,4.1918,1.0,0.966,0.831,2.1831,1.5316,3.7147,0.0,0.637,0.638,0.27,0.777
200,20.0,DSP_KO,7,6.5027,4.6822,4.2624,1.0,0.993,0.981,1.8205,1.5127,3.3332,0.0,0.623,0.613,0.27,0.777
200,20.0,DSP_KO,8,6.5027,4.6822,4.2624,1.0,0.993,0.981,1.8205,1.5127,3.3332,0.0,0.623,0.613,0.27,0.777
200,20.0,DSP_KO,9,6.8653,4.6822,4.1918,1.0,0.966,0.831,2.1831,1.5316,3.7147,0.0,0.637,0.638,0.27,0.777
200,20.0,DSP_KO,10,7.7381,4.6822,4.2096,1.0,0.963,0.556,3.0559,1.3517,4.4076,0.0,0.653,0.661,0.261,0.802
200,20.0,DSP_KO,11,9.3666,4.6822,4.4882,1.0,0.972,0.195,4.6844,0.6566,5.341,0.0,0.662,0.668,0.261,0.802
200,20.0,DSP_KO,12,9.3666,4.6822,4.4882,1.0,0.972,0.195,4.6844,0.6566,5.341,0.0,0.662,0.668,0.261,0.802
200,20.0,DSP_KO,13,7.7381,4.6822,4.2096,1.0,0.963,0.556,3.0559,1.3517,4.4076,0.0,0.653,0.661,0.261,0.802
200,20.0,DSP_KO,14,6.8653,4.6822,4.1918,1.0,0.966,0.831,2.1831,1.5316,3.7147,0.0,0.637,0.638,0.27,0.777
200,20.0,DSP_KO,15,6.5027,4.6822,4.2624,1.0,0.993,0.981,1.8205,1.5127,3.3332,0.0,0.623,0.613,0.27,0.777
250,25.0,DSP_KO,0,7.1389,4.6822,4.026,1.0,0.997,0.981,2.4568,2.1034,4.5602,0.0,0.643,0.652,0.261,0.802
250,25.0,DSP_KO,1,7.4011,4.6822,4.0024,1.0,0.981,0.831,2.7189,1.9478,4.6667,0.0,0.648,0.657,0.261,0.802
250,25.0,DSP_KO,2,8.1421,4.6822,4.1023,1.0,0.972,0.556,3.4599,1.5479,5.0078,0.0,0.656,0.665,0.261,0.802
250,25.0,DSP_KO,3,9.545,4.6822,4.4548,1.0,0.975,0.195,4.8628,0.6851,5.548,0.0,0.663,0.669,0.261,0.802
250,25.0,DSP_KO,4,9.545,4.6822,4.4548,1.0,0.975,0.195,4.8628,0.6851,5.548,0.0,0.663,0.669,0.261,0.802
250,25.0,DSP_KO,5,8.1421,4.6822,4.1023,1.0,0.972,0.556,3.4599,1.5479,5.0078,0.0,0.656,0.665,0.261,0.802
250,25.0,DSP_KO,6,7.4011,4.6822,4.0024,1.0,0.981,0.831,2.7189,1.9478,4.6667,0.0,0.648,0.657,0.261,0.802
250,25.0,DSP_KO,7,7.1389,4.6822,4.026,1.0,0.997,0.981,2.4568,2.1034,4.5602,0.0,0.643,0.652,0.261,0.802
250,25.0,DSP_KO,8,7.1389,4.6822,4.026,1.0,0.997,0.981,2.4568,2.1034,4.5602,0.0,0.643,0.652,0.261,0.802
250,25.0,DSP_KO,9,7.4011,4.6822,4.0024,1.0,0.981,0.831,2.7189,1.9478,4.6667,0.0,0.648,0.657,0.261,0.802
250,25.0,DSP_KO,10,8.1421,4.6822,4.1023,1.0,0.972,0.556,3.4599,1.5479,5.0078,0.0,0.656,0.665,0.261,0.802
250,25.0,DSP_KO,11,9.545,4.6822,4.4548,1.0,0.975,0.195,4.8628,0.6851,5.548,0.0,0.663,0.669,0.261,0.802
250,25.0,DSP_KO,12,9.545,4.6822,4.4548,1.0,0.975,0.195,4.8628,0.6851,5.548,0.0,0.663,0.669,0.261,0.802
250,25.0,DSP_KO,13,8.1421,4.6822,4.1023,1.0,0.972,0.556,3.4599,1.5479,5.0078,0.0,0.656,0.665,0.261,0.802
250,25.0,DSP_KO,14,7.4011,4.6822,4.0024,1.0,0.981,0.831,2.7189,1.9478,4.6667,0.0,0.648,0.657,0.261,0.802
250,25.0,DSP_KO,15,7.1389,4.6822,4.026,1.0,0.997,0.981,2.4568,2.1034,4.5602,0.0,0.643,0.652,0.261,0.802
300,30.0,DSP_KO,0,7.6728,4.6822,3.8092,1.0,0.998,0.981,2.9906,2.612,5.6025,0.0,0.652,0.662,0.261,0.802
300,30.0,DSP_KO,1,7.8556,4.6822,3.8376,1.0,0.987,0.831,3.1735,2.3035,5.4769,0.0,0.654,0.663,0.261,0.802
300,30.0,DSP_KO,2,8.487,4.6822,4.0115,1.0,0.979,0.556,3.8049,1.715,5.5199,0.0,0.659,0.667,0.261,0.802
300,30.0,DSP_KO,3,9.696,4.6822,4.4266,1.0,0.977,0.195,5.0139,0.7093,5.7231,0.0,0.663,0.669,0.261,0.802
300,30.0,DSP_KO,4,9.696,4.6822,4.4266,1.0,0.977,0.195,5.0139,0.7093,5.7231,0.0,0.663,0.669,0.261,0.802
300,30.0,DSP_KO,5,8.487,4.6822,4.0115,1.0,0.979,0.556,3.8049,1.715,5.5199,0.0,0.659,0.667,0.261,0.802
300,30.0,DSP_KO,6,7.8556,4.6822,3.8376,1.0,0.987,0.831,3.1735,2.3035,5.4769,0.0,0.654,0.663,0.261,0.802
300,30.0,DSP_KO,7,7.6728,4.6822,3.8092,1.0,0.998,0.981,2.9906,2.612,5.6025,0.0,0.652,0.662,0.261,0.802
300,30.0,DSP_KO,8,7.6728,4.6822,3.8092,1.0,0.998,0.981,2.9906,2.612,5.6025,0.0,0.652,0.662,0.261,0.802
300,30.0,DSP_KO,9,7.8556,4.6822,3.8376,1.0,0.987,0.831,3.1735,2.3035,5.4769,0.0,0.654,0.663,0.261,0.802
300,30.0,DSP_KO,10,8.487,4.6822,4.0115,1.0,0.979,0.556,3.8049,1.715,5.5199,0.0,0.659,0.667,0.261,0.802
300,30.0,DSP_KO,11,9.696,4.6822,4.4266,1.0,0.977,0.195,5.0139,0.7093,5.7231,0.0,0.663,0.669,0.261,0.802
300,30.0,DSP_KO,12,9.696,4.6822,4.4266,1.0,0.977,0.195,5.0139,0.7093,5.7231,0.0,0.663,0.669,0.261,0.802
300,30.0,DSP_KO,13,8.487,4.6822,4.0115,1.0,0.979,0.556,3.8049,1.715,5.5199,0.0,0.659,0.667,0.261,0.802
300,30.0,DSP_KO,14,7.8556,4.6822,3.8376,1.0,0.987,0.831,3.1735,2.3035,5.4769,0.0,0.654,0.663,0.261,0.802
300,30.0,DSP_KO,15,7.6728,4.6822,3.8092,1.0,0.998,0.981,2.9906,2.612,5.6025,0.0,0.652,0.662,0.261,0.802
350,35.0,DSP_KO,0,8.098,4.6822,3.6257,1.0,0.998,0.981,3.4158,3.0243,6.4401,0.0,0.656,0.665,0.261,0.802
350,35.0,DSP_KO,1,8.2209,4.6822,3.6981,1.0,0.99,0.831,3.5388,2.5934,6.1321,0.0,0.657,0.666,0.261,0.802
350,35.0,DSP_KO,2,8.7668,4.6822,3.9346,1.0,0.982,0.556,4.0847,1.8519,5.9365,0.0,0.66,0.667,0.261,0.802
350,35.0,DSP_KO,3,9.818,4.6822,4.4027,1.0,0.979,0.195,5.1358,0.7289,5.8647,0.0,0.664,0.669,0.261,0.802
350,35.0,DSP_KO,4,9.818,4.6822,4.4027,1.0,0.979,0.195,5.1358,0.7289,5.8647,0.0,0.664,0.669,0.261,0.802
350,35.0,DSP_KO,5,8.7668,4.6822,3.9346,1.0,0.982,0.556,4.0847,1.8519,5.9365,0.0,0.66,0.667,0.261,0.802
350,35.0,DSP_KO,6,8.2209,4.6822,3.6981,1.0,0.99,0.831,3.5388,2.5934,6.1321,0.0,0.657,0.666,0.261,0.802
350,35.0,DSP_KO,7,8.098,4.6822,3.6257,1.0,0.998,0.981,3.4158,3.0243,6.4401,0.0,0.656,0.665,0.261,0.802
350,35.0,DSP_KO,8,8.098,4.6822,3.6257,1.0,0.998,0.981,3.4158,3.0243,6.4401,0.0,0.656,0.665,0.261,0.802
350,35.0,DSP_KO,9,8.2209,4.6822,3.6981,1.0,0.99,0.831,3.5388,2.5934,6.1321,0.0,0.657,0.666,0.261,0.802
350,35.0,DSP_KO,10,8.7668,4.6822,3.9346,1.0,0.982,0.556,4.0847,1.8519,5.9365,0.0,0.66,0.667,0.261,0.802
350,35.0,DSP_KO,11,9.818,4.6822,4.4027,1.0,0.979,0.195,5.1358,0.7289,5.8647,0.0,0.664,0.669,0.261,0.802
350,35.0,DSP_KO,12,9.818,4.6822,4.4027,1.0,0.979,0.195,5.1358,0.7289,5.8647,0.0,0.664,0.669,0.261,0.802
350,35.0,DSP_KO,13,8.7668,4.6822,3.9346,1.0,0.982,0.556,4.0847,1.8519,5.9365,0.0,0.66,0.667,0.261,0.802
350,35.0,DSP_KO,14,8.2209,4.6822,3.6981,1.0,0.99,0.831,3.5388,2.5934,6.1321,0.0,0.657,0.666,0.261,0.802
350,35.0,DSP_KO,15,8.098,4.6822,3.6257,1.0,0.998,0.981,3.4158,3.0243,6.4401,0.0,0.656,0.665,0.261,0.802
400,40.0,DSP_KO,0,8.4262,4.6822,3.4704,1.0,0.998,0.981,3.7441,3.3519,7.096,0.0,0.658,0.667,0.261,0.802
400,40.0,DSP_KO,1,8.5053,4.6822,3.58,1.0,0.991,0.831,3.8232,2.8245,6.6476,0.0,0.659,0.667,0.261,0.802
400,40.0,DSP_KO,2,8.9868,4.6822,3.8696,1.0,0.985,0.556,4.3046,1.9612,6.2658,0.0,0.661,0.668,0.261,0.802
400,40.0,DSP_KO,3,9.914,4.6822,4.3824,1.0,0.98,0.195,5.2318,0.7446,5.9764,0.0,0.664,0.669,0.261,0.802
400,40.0,DSP_KO,4,9.914,4.6822,4.3824,1.0,0.98,0.195,5.2318,0.7446,5.9764,0.0,0.664,0.669,0.261,0.802
400,40.0,DSP_KO,5,8.9868,4.6822,3.8696,1.0,0.985,0.556,4.3046,1.9612,6.2658,0.0,0.661,0.668,0.261,0.802
400,40.0,DSP_KO,6,8.5053,4.6822,3.58,1.0,0.991,0.831,3.8232,2.8245,6.6476,0.0,0.659,0.667,0.261,0.802
400,40.0,DSP_KO,7,8.4262,4.6822,3.4704,1.0,0.998,0.981,3.7441,3.3519,7.096,0.0,0.658,0.667,0.261,0.802
400,40.0,DSP_KO,8,8.4262,4.6822,3.4704,1.0,0.998,0.981,3.7441,3.3519,7.096,0.0,0.658,0.667,0.261,0.802
400,40.0,DSP_KO,9,8.5053,4.6822,3.58,1.0,0.991,0.831,3.8232,2.8245,6.6476,0.0,0.659,0.667,0.261,0.802
400,40.0,DSP_KO,10,8.9868,4.6822,3.8696,1.0,0.985,0.556,4.3046,1.9612,6.2658,0.0,0.661,0.668,0.261,0.802
400,40.0,DSP_KO,11,9.914,4.6822,4.3824,1.0,0.98,0.195,5.2318,0.7446,5.9764,0.0,0.664,0.669,0.261,0.802
400,40.0,DSP_KO,12,9.914,4.6822,4.3824,1.0,0.98,0.195,5.2318,0.7446,5.9764,0.0,0.664,0.669,0.261,0.802
400,40.0,DSP_KO,13,8.9868,4.6822,3.8696,1.0,0.985,0.556,4.3046,1.9612,6.2658,0.0,0.661,0.668,0.261,0.802
400,40.0,DSP_KO,14,8.5053,4.6822,3.58,1.0,0.991,0.831,3.8232,2.8245,6.6476,0.0,0.659,0.667,0.261,0.802
400,40.0,DSP_KO,15,8.4262,4.6822,3.4704,1.0,0.998,0.981,3.7441,3.3519,7.096,0.0,0.658,0.667,0.261,0.802
450,45.0,DSP_KO,0,8.6744,4.6822,3.339,1.0,0.998,0.981,3.9923,3.6091,7.6014,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,1,8.7221,4.6822,3.4801,1.0,0.992,0.831,4.0399,3.0063,7.0463,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,2,9.1563,4.6822,3.8145,1.0,0.986,0.556,4.4741,2.0473,6.5215,0.0,0.662,0.668,0.261,0.802
450,45.0,DSP_KO,3,9.9884,4.6822,4.3653,1.0,0.981,0.195,5.3062,0.7569,6.0631,0.0,0.664,0.669,0.261,0.802
450,45.0,DSP_KO,4,9.9884,4.6822,4.3653,1.0,0.981,0.195,5.3062,0.7569,6.0631,0.0,0.664,0.669,0.261,0.802
450,45.0,DSP_KO,5,9.1563,4.6822,3.8145,1.0,0.986,0.556,4.4741,2.0473,6.5215,0.0,0.662,0.668,0.261,0.802
450,45.0,DSP_KO,6,8.7221,4.6822,3.4801,1.0,0.992,0.831,4.0399,3.0063,7.0463,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,7,8.6744,4.6822,3.339,1.0,0.998,0.981,3.9923,3.6091,7.6014,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,8,8.6744,4.6822,3.339,1.0,0.998,0.981,3.9923,3.6091,7.6014,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,9,8.7221,4.6822,3.4801,1.0,0.992,0.831,4.0399,3.0063,7.0463,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,10,9.1563,4.6822,3.8145,1.0,0.986,0.556,4.4741,2.0473,6.5215,0.0,0.662,0.668,0.261,0.802
450,45.0,DSP_KO,11,9.9884,4.6822,4.3653,1.0,0.981,0.195,5.3062,0.7569,6.0631,0.0,0.664,0.669,0.261,0.802
450,45.0,DSP_KO,12,9.9884,4.6822,4.3653,1.0,0.981,0.195,5.3062,0.7569,6.0631,0.0,0.664,0.669,0.261,0.802
450,45.0,DSP_KO,13,9.1563,4.6822,3.8145,1.0,0.986,0.556,4.4741,2.0473,6.5215,0.0,0.662,0.668,0.261,0.802
450,45.0,DSP_KO,14,8.7221,4.6822,3.4801,1.0,0.992,0.831,4.0399,3.0063,7.0463,0.0,0.66,0.667,0.261,0.802
450,45.0,DSP_KO,15,8.6744,4.6822,3.339,1.0,0.998,0.981,3.9923,3.6091,7.6014,0.0,0.66,0.667,0.261,0.802
499,49.9,DSP_KO,0,8.856,4.6822,3.2298,1.0,0.998,0.981,4.1739,3.8061,7.98,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,1,8.8821,4.6822,3.3971,1.0,0.993,0.831,4.1999,3.1459,7.3458,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,2,9.2828,4.6822,3.7688,1.0,0.987,0.556,4.6007,2.1134,6.7141,0.0,0.662,0.668,0.261,0.802
499,49.9,DSP_KO,3,10.0444,4.6822,4.3511,1.0,0.982,0.195,5.3622,0.7663,6.1285,0.0,0.664,0.669,0.261,0.802
499,49.9,DSP_KO,4,10.0444,4.6822,4.3511,1.0,0.982,0.195,5.3622,0.7663,6.1285,0.0,0.664,0.669,0.261,0.802
499,49.9,DSP_KO,5,9.2828,4.6822,3.7688,1.0,0.987,0.556,4.6007,2.1134,6.7141,0.0,0.662,0.668,0.261,0.802
499,49.9,DSP_KO,6,8.8821,4.6822,3.3971,1.0,0.993,0.831,4.1999,3.1459,7.3458,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,7,8.856,4.6822,3.2298,1.0,0.998,0.981,4.1739,3.8061,7.98,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,8,8.856,4.6822,3.2298,1.0,0.998,0.981,4.1739,3.8061,7.98,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,9,8.8821,4.6822,3.3971,1.0,0.993,0.831,4.1999,3.1459,7.3458,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,10,9.2828,4.6822,3.7688,1.0,0.987,0.556,4.6007,2.1134,6.7141,0.0,0.662,0.668,0.261,0.802
499,49.9,DSP_KO,11,10.0444,4.6822,4.3511,1.0,0.982,0.195,5.3622,0.7663,6.1285,0.0,0.664,0.669,0.261,0.802
499,49.9,DSP_KO,12,10.0444,4.6822,4.3511,1.0,0.982,0.195,5.3622,0.7663,6.1285,0.0,0.664,0.669,0.261,0.802
499,49.9,DSP_KO,13,9.2828,4.6822,3.7688,1.0,0.987,0.556,4.6007,2.1134,6.7141,0.0,0.662,0.668,0.261,0.802
499,49.9,DSP_KO,14,8.8821,4.6822,3.3971,1.0,0.993,0.831,4.1999,3.1459,7.3458,0.0,0.661,0.668,0.261,0.802
499,49.9,DSP_KO,15,8.856,4.6822,3.2298,1.0,0.998,0.981,4.1739,3.8061,7.98,0.0,0.661,0.668,0.261,0.802
0,0.0,TJP1_KO,0,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,1,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,2,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,3,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,4,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,5,4.6822,4.6822,4.6822,1.0,0.556,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,6,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,7,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,8,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,9,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,10,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,11,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,12,4.6822,4.6822,4.6822,1.0,0.195,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,13,4.6822,4.6822,4.6822,1.0,0.556,0.556,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,14,4.6822,4.6822,4.6822,1.0,0.831,0.831,-0.0,0.0,-0.0,0.0,0.0,0.0,0.463,0.437
0,0.0,TJP1_KO,15,4.6822,4.6822,4.6822,1.0,0.981,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.437
50,5.0,TJP1_KO,0,4.3056,4.6822,4.6822,1.0,0.979,0.981,-0.0377,0.0,-0.0377,0.0,0.0,0.0,0.463,0.437
50,5.0,TJP1_KO,1,5.0365,4.6822,4.6822,1.0,0.804,0.831,0.3543,0.0,0.3543,0.054,0.0,0.004,0.463,0.437
50,5.0,TJP1_KO,2,6.1573,4.6822,4.6822,1.1325,0.759,0.556,1.6583,0.0,1.6583,0.602,0.0,0.479,0.726,0.296
