step,time,perturbation,id,extension,stiffness,tension,activation,classification
1900,190.0,TJP1_KO,10,0.3759,1.0,1.0331,0.825,lateral
1900,190.0,TJP1_KO,11,0.336,1.0,0.9899,0.826,lateral
1900,190.0,TJP1_KO,12,0.1007,1.0,0.9202,0.782,lateral
1900,190.0,TJP1_KO,13,-0.1489,1.0,0.8572,0.732,polar
1900,190.0,TJP1_KO,14,-0.1934,1.0,0.8319,0.727,polar
1900,190.0,TJP1_KO,15,-0.1934,1.0,0.8319,0.727,polar
1900,190.0,TJP1_KO,16,-0.1489,1.0,0.8572,0.732,polar
1900,190.0,TJP1_KO,17,0.1007,1.0,0.9202,0.782,lateral
1900,190.0,TJP1_KO,18,0.336,1.0,0.9899,0.826,lateral
1900,190.0,TJP1_KO,19,0.3759,1.0,1.0331,0.825,lateral
1999,199.9,TJP1_KO,0,0.3802,1.0,1.0386,0.825,lateral
1999,199.9,TJP1_KO,1,0.3402,1.0,0.9952,0.826,lateral
1999,199.9,TJP1_KO,2,0.1001,1.0,0.925,0.78,lateral
1999,199.9,TJP1_KO,3,-0.1496,1.0,0.8617,0.731,polar
1999,199.9,TJP1_KO,4,-0.1896,1.0,0.8362,0.727,polar
1999,199.9,TJP1_KO,5,-0.1896,1.0,0.8362,0.727,polar
1999,199.9,TJP1_KO,6,-0.1496,1.0,0.8617,0.731,polar
1999,199.9,TJP1_KO,7,0.1001,1.0,0.925,0.78,lateral
1999,199.9,TJP1_KO,8,0.3402,1.0,0.9952,0.826,lateral
1999,199.9,TJP1_KO,9,0.3802,1.0,1.0386,0.825,lateral
1999,199.9,TJP1_KO,10,0.3802,1.0,1.0386,0.825,lateral
1999,199.9,TJP1_KO,11,0.3402,1.0,0.9952,0.826,lateral
1999,199.9,TJP1_KO,12,0.1001,1.0,0.925,0.78,lateral
1999,199.9,TJP1_KO,13,-0.1496,1.0,0.8617,0.731,polar
1999,199.9,TJP1_KO,14,-0.1896,1.0,0.8362,0.727,polar
1999,199.9,TJP1_KO,15,-0.1896,1.0,0.8362,0.727,polar
1999,199.9,TJP1_KO,16,-0.1496,1.0,0.8617,0.731,polar
1999,199.9,TJP1_KO,17,0.1001,1.0,0.925,0.78,lateral
1999,199.9,TJP1_KO,18,0.3402,1.0,0.9952,0.826,lateral
1999,199.9,TJP1_KO,19,0.3802,1.0,1.0386,0.825,lateral
0,0.0,JCAD_KO,0,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,1,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,2,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,3,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,4,0.0,1.0,0.1877,0.95,polar
0,0.0,JCAD_KO,5,0.0,1.0,0.1877,0.95,polar
0,0.0,JCAD_KO,6,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,7,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,8,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,9,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,10,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,11,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,12,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,13,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,14,0.0,1.0,0.1877,0.95,polar
0,0.0,JCAD_KO,15,0.0,1.0,0.1877,0.95,polar
0,0.0,JCAD_KO,16,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,17,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,18,0.0,1.0,0.1877,0.95,lateral
0,0.0,JCAD_KO,19,0.0,1.0,0.1877,0.95,lateral
100,10.0,JCAD_KO,0,0.0203,1.0,0.3343,0.916,lateral
100,10.0,JCAD_KO,1,0.0096,1.0,0.3236,0.916,lateral
100,10.0,JCAD_KO,2,-0.0006,1.0,0.3134,0.916,lateral
100,10.0,JCAD_KO,3,-0.0142,1.0,0.3165,0.912,lateral
100,10.0,JCAD_KO,4,-0.0192,1.0,0.3288,0.907,polar
100,10.0,JCAD_KO,5,-0.0192,1.0,0.3288,0.907,polar
100,10.0,JCAD_KO,6,-0.0142,1.0,0.3165,0.912,lateral
100,10.0,JCAD_KO,7,-0.0006,1.0,0.3134,0.916,lateral
100,10.0,JCAD_KO,8,0.0096,1.0,0.3236,0.916,lateral
100,10.0,JCAD_KO,9,0.0203,1.0,0.3343,0.916,lateral
100,10.0,JCAD_KO,10,0.0203,1.0,0.3343,0.916,lateral
100,10.0,JCAD_KO,11,0.0096,1.0,0.3236,0.916,lateral
100,10.0,JCAD_KO,12,-0.0006,1.0,0.3134,0.916,lateral
100,10.0,JCAD_KO,13,-0.0142,1.0,0.3165,0.912,lateral
100,10.0,JCAD_KO,14,-0.0192,1.0,0.3288,0.907,polar
100,10.0,JCAD_KO,15,-0.0192,1.0,0.3288,0.907,polar
100,10.0,JCAD_KO,16,-0.0142,1.0,0.3165,0.912,lateral
100,10.0,JCAD_KO,17,-0.0006,1.0,0.3134,0.916,lateral
100,10.0,JCAD_KO,18,0.0096,1.0,0.3236,0.916,lateral
100,10.0,JCAD_KO,19,0.0203,1.0,0.3343,0.916,lateral
200,20.0,JCAD_KO,0,0.0407,1.0,0.4452,0.892,lateral
200,20.0,JCAD_KO,1,0.0255,1.0,0.43,0.892,lateral
200,20.0,JCAD_KO,2,0.0087,1.0,0.4132,0.892,lateral
200,20.0,JCAD_KO,3,-0.0221,1.0,0.412,0.884,lateral
200,20.0,JCAD_KO,4,-0.0399,1.0,0.424,0.876,polar
200,20.0,JCAD_KO,5,-0.0399,1.0,0.424,0.876,polar
200,20.0,JCAD_KO,6,-0.0221,1.0,0.412,0.884,lateral
200,20.0,JCAD_KO,7,0.0087,1.0,0.4132,0.892,lateral
200,20.0,JCAD_KO,8,0.0255,1.0,0.43,0.892,lateral
200,20.0,JCAD_KO,9,0.0407,1.0,0.4452,0.892,lateral
200,20.0,JCAD_KO,10,0.0407,1.0,0.4452,0.892,lateral
200,20.0,JCAD_KO,11,0.0255,1.0,0.43,0.892,lateral
200,20.0,JCAD_KO,12,0.0087,1.0,0.4132,0.892,lateral
200,20.0,JCAD_KO,13,-0.0221,1.0,0.412,0.884,lateral
200,20.0,JCAD_KO,14,-0.0399,1.0,0.424,0.876,polar
200,20.0,JCAD_KO,15,-0.0399,1.0,0.424,0.876,polar
200,20.0,JCAD_KO,16,-0.0221,1.0,0.412,0.884,lateral
200,20.0,JCAD_KO,17,0.0087,1.0,0.4132,0.892,lateral
200,20.0,JCAD_KO,18,0.0255,1.0,0.43,0.892,lateral
200,20.0,JCAD_KO,19,0.0407,1.0,0.4452,0.892,lateral
300,30.0,JCAD_KO,0,0.0637,1.0,0.533,0.875,lateral
300,30.0,JCAD_KO,1,0.0445,1.0,0.5138,0.875,lateral
300,30.0,JCAD_KO,2,0.0209,1.0,0.4903,0.875,lateral
300,30.0,JCAD_KO,3,-0.0243,1.0,0.4834,0.865,lateral
300,30.0,JCAD_KO,4,-0.0519,1.0,0.4937,0.855,polar
300,30.0,JCAD_KO,5,-0.0519,1.0,0.4937,0.855,polar
300,30.0,JCAD_KO,6,-0.0243,1.0,0.4834,0.865,lateral
300,30.0,JCAD_KO,7,0.0209,1.0,0.4903,0.875,lateral
300,30.0,JCAD_KO,8,0.0445,1.0,0.5138,0.875,lateral
300,30.0,JCAD_KO,9,0.0637,1.0,0.533,0.875,lateral
300,30.0,JCAD_KO,10,0.0637,1.0,0.533,0.875,lateral
300,30.0,JCAD_KO,11,0.0445,1.0,0.5138,0.875,lateral
300,30.0,JCAD_KO,12,0.0209,1.0,0.4903,0.875,lateral
300,30.0,JCAD_KO,13,-0.0243,1.0,0.4834,0.865,lateral
300,30.0,JCAD_KO,14,-0.0519,1.0,0.4937,0.855,polar
300,30.0,JCAD_KO,15,-0.0519,1.0,0.4937,0.855,polar
300,30.0,JCAD_KO,16,-0.0243,1.0,0.4834,0.865,lateral
300,30.0,JCAD_KO,17,0.0209,1.0,0.4903,0.875,lateral
300,30.0,JCAD_KO,18,0.0445,1.0,0.5138,0.875,lateral
300,30.0,JCAD_KO,19,0.0637,1.0,0.533,0.875,lateral
400,40.0,JCAD_KO,0,0.0831,1.0,0.599,0.862,lateral
400,40.0,JCAD_KO,1,0.06,1.0,0.5759,0.862,lateral
400,40.0,JCAD_KO,2,0.0295,1.0,0.5454,0.863,lateral
400,40.0,JCAD_KO,3,-0.0274,1.0,0.5321,0.851,lateral
400,40.0,JCAD_KO,4,-0.0621,1.0,0.5404,0.839,polar
400,40.0,JCAD_KO,5,-0.0621,1.0,0.5404,0.839,polar
400,40.0,JCAD_KO,6,-0.0274,1.0,0.5321,0.851,lateral
400,40.0,JCAD_KO,7,0.0295,1.0,0.5454,0.863,lateral
400,40.0,JCAD_KO,8,0.06,1.0,0.5759,0.862,lateral
400,40.0,JCAD_KO,9,0.0831,1.0,0.599,0.862,lateral
400,40.0,JCAD_KO,10,0.0831,1.0,0.599,0.862,lateral
400,40.0,JCAD_KO,11,0.06,1.0,0.5759,0.862,lateral
400,40.0,JCAD_KO,12,0.0295,1.0,0.5454,0.863,lateral
400,40.0,JCAD_KO,13,-0.0274,1.0,0.5321,0.851,lateral
400,40.0,JCAD_KO,14,-0.0621,1.0,0.5404,0.839,polar
400,40.0,JCAD_KO,15,-0.0621,1.0,0.5404,0.839,polar
400,40.0,JCAD_KO,16,-0.0274,1.0,0.5321,0.851,lateral
400,40.0,JCAD_KO,17,0.0295,1.0,0.5454,0.863,lateral
400,40.0,JCAD_KO,18,0.06,1.0,0.5759,0.862,lateral
400,40.0,JCAD_KO,19,0.0831,1.0,0.599,0.862,lateral
500,50.0,JCAD_KO,0,0.1033,1.0,0.6527,0.854,lateral
500,50.0,JCAD_KO,1,0.0773,1.0,0.6266,0.854,lateral
500,50.0,JCAD_KO,2,0.0409,1.0,0.5902,0.854,lateral
500,50.0,JCAD_KO,3,-0.0256,1.0,0.5706,0.841,lateral
500,50.0,JCAD_KO,4,-0.0663,1.0,0.5765,0.829,polar
500,50.0,JCAD_KO,5,-0.0663,1.0,0.5765,0.829,polar
500,50.0,JCAD_KO,6,-0.0256,1.0,0.5706,0.841,lateral
500,50.0,JCAD_KO,7,0.0409,1.0,0.5902,0.854,lateral
500,50.0,JCAD_KO,8,0.0773,1.0,0.6266,0.854,lateral
500,50.0,JCAD_KO,9,0.1033,1.0,0.6527,0.854,lateral
500,50.0,JCAD_KO,10,0.1033,1.0,0.6527,0.854,lateral
500,50.0,JCAD_KO,11,0.0773,1.0,0.6266,0.854,lateral
500,50.0,JCAD_KO,12,0.0409,1.0,0.5902,0.854,lateral
500,50.0,JCAD_KO,13,-0.0256,1.0,0.5706,0.841,lateral
500,50.0,JCAD_KO,14,-0.0663,1.0,0.5765,0.829,polar
500,50.0,JCAD_KO,15,-0.0663,1.0,0.5765,0.829,polar
500,50.0,JCAD_KO,16,-0.0256,1.0,0.5706,0.841,lateral
500,50.0,JCAD_KO,17,0.0409,1.0,0.5902,0.854,lateral
500,50.0,JCAD_KO,18,0.0773,1.0,0.6266,0.854,lateral
500,50.0,JCAD_KO,19,0.1033,1.0,0.6527,0.854,lateral
600,60.0,JCAD_KO,0,0.1276,1.0,0.7011,0.847,lateral
600,60.0,JCAD_KO,1,0.1002,1.0,0.6736,0.847,lateral
600,60.0,JCAD_KO,2,0.06,1.0,0.6333,0.847,lateral
600,60.0,JCAD_KO,3,-0.0141,1.0,0.6084,0.834,lateral
600,60.0,JCAD_KO,4,-0.0601,1.0,0.6115,0.821,polar
600,60.0,JCAD_KO,5,-0.0601,1.0,0.6115,0.821,polar
600,60.0,JCAD_KO,6,-0.0141,1.0,0.6084,0.834,lateral
600,60.0,JCAD_KO,7,0.06,1.0,0.6333,0.847,lateral
600,60.0,JCAD_KO,8,0.1002,1.0,0.6736,0.847,lateral
600,60.0,JCAD_KO,9,0.1276,1.0,0.7011,0.847,lateral
600,60.0,JCAD_KO,10,0.1276,1.0,0.7011,0.847,lateral
600,60.0,JCAD_KO,11,0.1002,1.0,0.6736,0.847,lateral
600,60.0,JCAD_KO,12,0.06,1.0,0.6333,0.847,lateral
600,60.0,JCAD_KO,13,-0.0141,1.0,0.6084,0.834,lateral
600,60.0,JCAD_KO,14,-0.0601,1.0,0.6115,0.821,polar
600,60.0,JCAD_KO,15,-0.0601,1.0,0.6115,0.821,polar
600,60.0,JCAD_KO,16,-0.0141,1.0,0.6084,0.834,lateral
600,60.0,JCAD_KO,17,0.06,1.0,0.6333,0.847,lateral
600,60.0,JCAD_KO,18,0.1002,1.0,0.6736,0.847,lateral
600,60.0,JCAD_KO,19,0.1276,1.0,0.7011,0.847,lateral
700,70.0,JCAD_KO,0,0.1432,1.0,0.7342,0.843,lateral
700,70.0,JCAD_KO,1,0.1131,1.0,0.7039,0.843,lateral
700,70.0,JCAD_KO,2,0.0671,1.0,0.6576,0.843,lateral
700,70.0,JCAD_KO,3,-0.0155,1.0,0.626,0.829,lateral
700,70.0,JCAD_KO,4,-0.0662,1.0,0.626,0.816,polar
700,70.0,JCAD_KO,5,-0.0662,1.0,0.626,0.816,polar
700,70.0,JCAD_KO,6,-0.0155,1.0,0.626,0.829,lateral
700,70.0,JCAD_KO,7,0.0671,1.0,0.6576,0.843,lateral
700,70.0,JCAD_KO,8,0.1131,1.0,0.7039,0.843,lateral
700,70.0,JCAD_KO,9,0.1432,1.0,0.7342,0.843,lateral
700,70.0,JCAD_KO,10,0.1432,1.0,0.7342,0.843,lateral
700,70.0,JCAD_KO,11,0.1131,1.0,0.7039,0.843,lateral
700,70.0,JCAD_KO,12,0.0671,1.0,0.6576,0.843,lateral
700,70.0,JCAD_KO,13,-0.0155,1.0,0.626,0.829,lateral
700,70.0,JCAD_KO,14,-0.0662,1.0,0.626,0.816,polar
700,70.0,JCAD_KO,15,-0.0662,1.0,0.626,0.816,polar
700,70.0,JCAD_KO,16,-0.0155,1.0,0.626,0.829,lateral
700,70.0,JCAD_KO,17,0.0671,1.0,0.6576,0.843,lateral
700,70.0,JCAD_KO,18,0.1131,1.0,0.7039,0.843,lateral
700,70.0,JCAD_KO,19,0.1432,1.0,0.7342,0.843,lateral
800,80.0,JCAD_KO,0,0.168,1.0,0.7716,0.839,lateral
800,80.0,JCAD_KO,1,0.1379,1.0,0.7413,0.839,lateral
800,80.0,JCAD_KO,2,0.0905,1.0,0.6935,0.839,lateral
800,80.0,JCAD_KO,3,0.0031,1.0,0.6581,0.826,lateral
800,80.0,JCAD_KO,4,-0.0516,1.0,0.6553,0.812,polar
800,80.0,JCAD_KO,5,-0.0516,1.0,0.6553,0.812,polar
800,80.0,JCAD_KO,6,0.0031,1.0,0.6581,0.826,lateral
800,80.0,JCAD_KO,7,0.0905,1.0,0.6935,0.839,lateral
800,80.0,JCAD_KO,8,0.1379,1.0,0.7413,0.839,lateral
800,80.0,JCAD_KO,9,0.168,1.0,0.7716,0.839,lateral
800,80.0,JCAD_KO,10,0.168,1.0,0.7716,0.839,lateral
800,80.0,JCAD_KO,11,0.1379,1.0,0.7413,0.839,lateral
800,80.0,JCAD_KO,12,0.0905,1.0,0.6935,0.839,lateral
800,80.0,JCAD_KO,13,0.0031,1.0,0.6581,0.826,lateral
800,80.0,JCAD_KO,14,-0.0516,1.0,0.6553,0.812,polar
800,80.0,JCAD_KO,15,-0.0516,1.0,0.6553,0.812,polar
800,80.0,JCAD_KO,16,0.0031,1.0,0.6581,0.826,lateral
800,80.0,JCAD_KO,17,0.0905,1.0,0.6935,0.839,lateral
800,80.0,JCAD_KO,18,0.1379,1.0,0.7413,0.839,lateral
800,80.0,JCAD_KO,19,0.168,1.0,0.7716,0.839,lateral
900,90.0,JCAD_KO,0,0.1834,1.0,0.7963,0.837,lateral
900,90.0,JCAD_KO,1,0.1514,1.0,0.7639,0.837,lateral
900,90.0,JCAD_KO,2,0.0994,1.0,0.7114,0.837,lateral
900,90.0,JCAD_KO,3,0.0051,1.0,0.6698,0.823,lateral
900,90.0,JCAD_KO,4,-0.0538,1.0,0.6636,0.809,polar
900,90.0,JCAD_KO,5,-0.0538,1.0,0.6636,0.809,polar
900,90.0,JCAD_KO,6,0.0051,1.0,0.6698,0.823,lateral
900,90.0,JCAD_KO,7,0.0994,1.0,0.7114,0.837,lateral
900,90.0,JCAD_KO,8,0.1514,1.0,0.7639,0.837,lateral
900,90.0,JCAD_KO,9,0.1834,1.0,0.7963,0.837,lateral
900,90.0,JCAD_KO,10,0.1834,1.0,0.7963,0.837,lateral
900,90.0,JCAD_KO,11,0.1514,1.0,0.7639,0.837,lateral
900,90.0,JCAD_KO,12,0.0994,1.0,0.7114,0.837,lateral
900,90.0,JCAD_KO,13,0.0051,1.0,0.6698,0.823,lateral
900,90.0,JCAD_KO,14,-0.0538,1.0,0.6636,0.809,polar
900,90.0,JCAD_KO,15,-0.0538,1.0,0.6636,0.809,polar
900,90.0,JCAD_KO,16,0.0051,1.0,0.6698,0.823,lateral
900,90.0,JCAD_KO,17,0.0994,1.0,0.7114,0.837,lateral
900,90.0,JCAD_KO,18,0.1514,1.0,0.7639,0.837,lateral
900,90.0,JCAD_KO,19,0.1834,1.0,0.7963,0.837,lateral
1000,100.0,JCAD_KO,0,0.2002,1.0,0.8199,0.835,lateral
1000,100.0,JCAD_KO,1,0.1671,1.0,0.7863,0.835,lateral
1000,100.0,JCAD_KO,2,0.1121,1.0,0.7307,0.835,lateral
1000,100.0,JCAD_KO,3,0.0125,1.0,0.6842,0.821,lateral
1000,100.0,JCAD_KO,4,-0.0501,1.0,0.6748,0.807,polar
1000,100.0,JCAD_KO,5,-0.0501,1.0,0.6748,0.807,polar
1000,100.0,JCAD_KO,6,0.0125,1.0,0.6842,0.821,lateral
1000,100.0,JCAD_KO,7,0.1121,1.0,0.7307,0.835,lateral
1000,100.0,JCAD_KO,8,0.1671,1.0,0.7863,0.835,lateral
1000,100.0,JCAD_KO,9,0.2002,1.0,0.8199,0.835,lateral
1000,100.0,JCAD_KO,10,0.2002,1.0,0.8199,0.835,lateral
1000,100.0,JCAD_KO,11,0.1671,1.0,0.7863,0.835,lateral
1000,100.0,JCAD_KO,12,0.1121,1.0,0.7307,0.835,lateral
1000,100.0,JCAD_KO,13,0.0125,1.0,0.6842,0.821,lateral
1000,100.0,JCAD_KO,14,-0.0501,1.0,0.6748,0.807,polar
1000,100.0,JCAD_KO,15,-0.0501,1.0,0.6748,0.807,polar
1000,100.0,JCAD_KO,16,0.0125,1.0,0.6842,0.821,lateral
1000,100.0,JCAD_KO,17,0.1121,1.0,0.7307,0.835,lateral
1000,100.0,JCAD_KO,18,0.1671,1.0,0.7863,0.835,lateral
1000,100.0,JCAD_KO,19,0.2002,1.0,0.8199,0.835,lateral
1100,110.0,JCAD_KO,0,0.2189,1.0,0.8436,0.834,lateral
1100,110.0,JCAD_KO,1,0.186,1.0,0.8102,0.834,lateral
1100,110.0,JCAD_KO,2,0.1303,1.0,0.7538,0.834,lateral
1100,110.0,JCAD_KO,3,0.0278,1.0,0.7046,0.82,lateral
1100,110.0,JCAD_KO,4,-0.0375,1.0,0.6928,0.805,polar
1100,110.0,JCAD_KO,5,-0.0375,1.0,0.6928,0.805,polar
1100,110.0,JCAD_KO,6,0.0278,1.0,0.7046,0.82,lateral
1100,110.0,JCAD_KO,7,0.1303,1.0,0.7538,0.834,lateral
1100,110.0,JCAD_KO,8,0.186,1.0,0.8102,0.834,lateral
1100,110.0,JCAD_KO,9,0.2189,1.0,0.8436,0.834,lateral
1100,110.0,JCAD_KO,10,0.2189,1.0,0.8436,0.834,lateral
1100,110.0,JCAD_KO,11,0.186,1.0,0.8102,0.834,lateral
1100,110.0,JCAD_KO,12,0.1303,1.0,0.7538,0.834,lateral
1100,110.0,JCAD_KO,13,0.0278,1.0,0.7046,0.82,lateral
1100,110.0,JCAD_KO,14,-0.0375,1.0,0.6928,0.805,polar
1100,110.0,JCAD_KO,15,-0.0375,1.0,0.6928,0.805,polar
1100,110.0,JCAD_KO,16,0.0278,1.0,0.7046,0.82,lateral
1100,110.0,JCAD_KO,17,0.1303,1.0,0.7538,0.834,lateral
1100,110.0,JCAD_KO,18,0.186,1.0,0.8102,0.834,lateral
1100,110.0,JCAD_KO,19,0.2189,1.0,0.8436,0.834,lateral
1200,120.0,JCAD_KO,0,0.2294,1.0,0.8579,0.833,lateral
1200,120.0,JCAD_KO,1,0.1947,1.0,0.8226,0.833,lateral
1200,120.0,JCAD_KO,2,0.1348,1.0,0.7618,0.833,lateral
1200,120.0,JCAD_KO,3,0.0263,1.0,0.7067,0.819,lateral
1200,120.0,JCAD_KO,4,-0.0428,1.0,0.6913,0.804,polar
1200,120.0,JCAD_KO,5,-0.0428,1.0,0.6913,0.804,polar
1200,120.0,JCAD_KO,6,0.0263,1.0,0.7067,0.819,lateral
1200,120.0,JCAD_KO,7,0.1348,1.0,0.7618,0.833,lateral
1200,120.0,JCAD_KO,8,0.1947,1.0,0.8226,0.833,lateral
1200,120.0,JCAD_KO,9,0.2294,1.0,0.8579,0.833,lateral
1200,120.0,JCAD_KO,10,0.2294,1.0,0.8579,0.833,lateral
1200,120.0,JCAD_KO,11,0.1947,1.0,0.8226,0.833,lateral
1200,120.0,JCAD_KO,12,0.1348,1.0,0.7618,0.833,lateral
1200,120.0,JCAD_KO,13,0.0263,1.0,0.7067,0.819,lateral
1200,120.0,JCAD_KO,14,-0.0428,1.0,0.6913,0.804,polar
1200,120.0,JCAD_KO,15,-0.0428,1.0,0.6913,0.804,polar
1200,120.0,JCAD_KO,16,0.0263,1.0,0.7067,0.819,lateral
1200,120.0,JCAD_KO,17,0.1348,1.0,0.7618,0.833,lateral
1200,120.0,JCAD_KO,18,0.1947,1.0,0.8226,0.833,lateral
1200,120.0,JCAD_KO,19,0.2294,1.0,0.8579,0.833,lateral
1300,130.0,JCAD_KO,0,0.2423,1.0,0.8736,0.832,lateral
1300,130.0,JCAD_KO,1,0.207,1.0,0.8376,0.832,lateral
1300,130.0,JCAD_KO,2,0.1453,1.0,0.7749,0.832,lateral
1300,130.0,JCAD_KO,3,0.0333,1.0,0.7163,0.818,lateral
1300,130.0,JCAD_KO,4,-0.0386,1.0,0.6983,0.804,polar
1300,130.0,JCAD_KO,5,-0.0386,1.0,0.6983,0.804,polar
1300,130.0,JCAD_KO,6,0.0333,1.0,0.7163,0.818,lateral
1300,130.0,JCAD_KO,7,0.1453,1.0,0.7749,0.832,lateral
1300,130.0,JCAD_KO,8,0.207,1.0,0.8376,0.832,lateral
1300,130.0,JCAD_KO,9,0.2423,1.0,0.8736,0.832,lateral
1300,130.0,JCAD_KO,10,0.2423,1.0,0.8736,0.832,lateral
1300,130.0,JCAD_KO,11,0.207,1.0,0.8376,0.832,lateral
1300,130.0,JCAD_KO,12,0.1453,1.0,0.7749,0.832,lateral
1300,130.0,JCAD_KO,13,0.0333,1.0,0.7163,0.818,lateral
1300,130.0,JCAD_KO,14,-0.0386,1.0,0.6983,0.804,polar
1300,130.0,JCAD_KO,15,-0.0386,1.0,0.6983,0.804,polar
1300,130.0,JCAD_KO,16,0.0333,1.0,0.7163,0.818,lateral
1300,130.0,JCAD_KO,17,0.1453,1.0,0.7749,0.832,lateral
1300,130.0,JCAD_KO,18,0.207,1.0,0.8376,0.832,lateral
1300,130.0,JCAD_KO,19,0.2423,1.0,0.8736,0.832,lateral
1400,140.0,JCAD_KO,0,0.2577,1.0,0.8912,0.831,lateral
1400,140.0,JCAD_KO,1,0.2235,1.0,0.8562,0.831,lateral
1400,140.0,JCAD_KO,2,0.1489,1.0,0.7949,0.828,lateral
1400,140.0,JCAD_KO,3,0.0344,1.0,0.7338,0.814,polar
1400,140.0,JCAD_KO,4,-0.0276,1.0,0.7112,0.803,polar
1400,140.0,JCAD_KO,5,-0.0276,1.0,0.7112,0.803,polar
1400,140.0,JCAD_KO,6,0.0344,1.0,0.7338,0.814,polar
1400,140.0,JCAD_KO,7,0.1489,1.0,0.7949,0.828,lateral
1400,140.0,JCAD_KO,8,0.2235,1.0,0.8562,0.831,lateral
1400,140.0,JCAD_KO,9,0.2577,1.0,0.8912,0.831,lateral
1400,140.0,JCAD_KO,10,0.2577,1.0,0.8912,0.831,lateral
1400,140.0,JCAD_KO,11,0.2235,1.0,0.8562,0.831,lateral
1400,140.0,JCAD_KO,12,0.1489,1.0,0.7949,0.828,lateral
1400,140.0,JCAD_KO,13,0.0344,1.0,0.7338,0.814,polar
1400,140.0,JCAD_KO,14,-0.0276,1.0,0.7112,0.803,polar
1400,140.0,JCAD_KO,15,-0.0276,1.0,0.7112,0.803,polar
1400,140.0,JCAD_KO,16,0.0344,1.0,0.7338,0.814,polar
1400,140.0,JCAD_KO,17,0.1489,1.0,0.7949,0.828,lateral
1400,140.0,JCAD_KO,18,0.2235,1.0,0.8562,0.831,lateral
1400,140.0,JCAD_KO,19,0.2577,1.0,0.8912,0.831,lateral
1500,150.0,JCAD_KO,0,0.276,1.0,0.9113,0.831,lateral
1500,150.0,JCAD_KO,1,0.2418,1.0,0.8761,0.831,lateral
1500,150.0,JCAD_KO,2,0.1553,1.0,0.8141,0.824,lateral
1500,150.0,JCAD_KO,3,0.0397,1.0,0.7517,0.81,polar
1500,150.0,JCAD_KO,4,-0.0121,1.0,0.7281,0.803,polar
1500,150.0,JCAD_KO,5,-0.0121,1.0,0.7281,0.803,polar
1500,150.0,JCAD_KO,6,0.0397,1.0,0.7517,0.81,polar
1500,150.0,JCAD_KO,7,0.1553,1.0,0.8141,0.824,lateral
1500,150.0,JCAD_KO,8,0.2418,1.0,0.8761,0.831,lateral
1500,150.0,JCAD_KO,9,0.276,1.0,0.9113,0.831,lateral
1500,150.0,JCAD_KO,10,0.276,1.0,0.9113,0.831,lateral
1500,150.0,JCAD_KO,11,0.2418,1.0,0.8761,0.831,lateral
1500,150.0,JCAD_KO,12,0.1553,1.0,0.8141,0.824,lateral
1500,150.0,JCAD_KO,13,0.0397,1.0,0.7517,0.81,polar
1500,150.0,JCAD_KO,14,-0.0121,1.0,0.7281,0.803,polar
1500,150.0,JCAD_KO,15,-0.0121,1.0,0.7281,0.803,polar
1500,150.0,JCAD_KO,16,0.0397,1.0,0.7517,0.81,polar
1500,150.0,JCAD_KO,17,0.1553,1.0,0.8141,0.824,lateral
1500,150.0,JCAD_KO,18,0.2418,1.0,0.8761,0.831,lateral
1500,150.0,JCAD_KO,19,0.276,1.0,0.9113,0.831,lateral
1600,160.0,JCAD_KO,0,0.2888,1.0,0.9256,0.83,lateral
1600,160.0,JCAD_KO,1,0.2538,1.0,0.8895,0.831,lateral
1600,160.0,JCAD_KO,2,0.1575,1.0,0.8256,0.822,lateral
1600,160.0,JCAD_KO,3,0.0395,1.0,0.7607,0.808,polar
1600,160.0,JCAD_KO,4,-0.0058,1.0,0.7355,0.803,polar
1600,160.0,JCAD_KO,5,-0.0058,1.0,0.7355,0.803,polar
1600,160.0,JCAD_KO,6,0.0395,1.0,0.7607,0.808,polar
1600,160.0,JCAD_KO,7,0.1575,1.0,0.8256,0.822,lateral
1600,160.0,JCAD_KO,8,0.2538,1.0,0.8895,0.831,lateral
1600,160.0,JCAD_KO,9,0.2888,1.0,0.9256,0.83,lateral
1600,160.0,JCAD_KO,10,0.2888,1.0,0.9256,0.83,lateral
1600,160.0,JCAD_KO,11,0.2538,1.0,0.8895,0.831,lateral
1600,160.0,JCAD_KO,12,0.1575,1.0,0.8256,0.822,lateral
1600,160.0,JCAD_KO,13,0.0395,1.0,0.7607,0.808,polar
